,autor,titulo,tema,year
333,Lucia  Florencia Franchini1°,P71.-A  nervous  system  enhancer  underwent  accelerated  evolution  in primates  and  shows  heterochrony  during  brain  development in transgenic mice ,Cellular and Molecular Neurobiology ,2015
334,Jessica Natali Sulkes Cuevas,P72.-Delayed axonal development of dentate granule cells born in aging mice ,Cellular and Molecular Neurobiology ,2015
335,Mariela Fernanda Trinchero,P72.-Delayed axonal development of dentate granule cells born in aging mice ,Cellular and Molecular Neurobiology ,2015
336,Alejandro Fabián Schinder,P72.-Delayed axonal development of dentate granule cells born in aging mice ,Cellular and Molecular Neurobiology ,2015
337,Mariela  Fernanda  Trinchero1°,P73.-Delayed neuronal maturation in the middle-aged hippocampus ,Cellular and Molecular Neurobiology ,2015
338,Jessica  Natalí  Sulkes  Cuevas1°,P73.-Delayed neuronal maturation in the middle-aged hippocampus ,Cellular and Molecular Neurobiology ,2015
339,Karina  Andrea  Büttner1°,P73.-Delayed neuronal maturation in the middle-aged hippocampus ,Cellular and Molecular Neurobiology ,2015
340,María Belén Pardi1°,P73.-Delayed neuronal maturation in the middle-aged hippocampus ,Cellular and Molecular Neurobiology ,2015
341,Paula Fontanet2°,P73.-Delayed neuronal maturation in the middle-aged hippocampus ,Cellular and Molecular Neurobiology ,2015
342,María Fernanda Ledda2°,P73.-Delayed neuronal maturation in the middle-aged hippocampus ,Cellular and Molecular Neurobiology ,2015
343,Alejandro Fabián Schinder1°,P73.-Delayed neuronal maturation in the middle-aged hippocampus ,Cellular and Molecular Neurobiology ,2015
344,Milagros Trotta1°,P74.-Unraveling the Role of GABAergic-Proopiomelanocortin Neurons in the Hypothalamic Control of Energy Balance ,Cellular and Molecular Neurobiology ,2015
345,Ramiro Alsina1°,P74.-Unraveling the Role of GABAergic-Proopiomelanocortin Neurons in the Hypothalamic Control of Energy Balance ,Cellular and Molecular Neurobiology ,2015
346,Viviana F. Bumaschny1°2°,P74.-Unraveling the Role of GABAergic-Proopiomelanocortin Neurons in the Hypothalamic Control of Energy Balance ,Cellular and Molecular Neurobiology ,2015
347,Maia Uriarte,P75.-Ghrelin Uptake By The Blood-Cerebrospinal Fluid Barrier Occurs In A Ghrelin Receptor-Independent Manner ,Cellular and Molecular Neurobiology ,2015
348,Gimena Fernández,P75.-Ghrelin Uptake By The Blood-Cerebrospinal Fluid Barrier Occurs In A Ghrelin Receptor-Independent Manner ,Cellular and Molecular Neurobiology ,2015
349,Pablo N. De Francesco,P75.-Ghrelin Uptake By The Blood-Cerebrospinal Fluid Barrier Occurs In A Ghrelin Receptor-Independent Manner ,Cellular and Molecular Neurobiology ,2015
350,Daniela Lufrano,P75.-Ghrelin Uptake By The Blood-Cerebrospinal Fluid Barrier Occurs In A Ghrelin Receptor-Independent Manner ,Cellular and Molecular Neurobiology ,2015
351,Agustina Cabral,P75.-Ghrelin Uptake By The Blood-Cerebrospinal Fluid Barrier Occurs In A Ghrelin Receptor-Independent Manner ,Cellular and Molecular Neurobiology ,2015
352,Mario Perelló,P75.-Ghrelin Uptake By The Blood-Cerebrospinal Fluid Barrier Occurs In A Ghrelin Receptor-Independent Manner ,Cellular and Molecular Neurobiology ,2015
353,Vanina  Usach1°,P76.-Peripheral remyelination: evidence of a temporal window for Bone Marrow Mononuclear Cell transplantation ,Cellular and Molecular Neurobiology ,2015
354,Gonzalo  Piñero1°,P76.-Peripheral remyelination: evidence of a temporal window for Bone Marrow Mononuclear Cell transplantation ,Cellular and Molecular Neurobiology ,2015
355,Paula  Soto1°,P76.-Peripheral remyelination: evidence of a temporal window for Bone Marrow Mononuclear Cell transplantation ,Cellular and Molecular Neurobiology ,2015
356,Mijael  Rozenszajn1°,P76.-Peripheral remyelination: evidence of a temporal window for Bone Marrow Mononuclear Cell transplantation ,Cellular and Molecular Neurobiology ,2015
357,Eric  Gamberg1°,P76.-Peripheral remyelination: evidence of a temporal window for Bone Marrow Mononuclear Cell transplantation ,Cellular and Molecular Neurobiology ,2015
358,Alicia Cueto2°,P76.-Peripheral remyelination: evidence of a temporal window for Bone Marrow Mononuclear Cell transplantation ,Cellular and Molecular Neurobiology ,2015
359,Patricia Setton-Avruj1°,P76.-Peripheral remyelination: evidence of a temporal window for Bone Marrow Mononuclear Cell transplantation ,Cellular and Molecular Neurobiology ,2015
360,Cecilia  A.  Vázquez1°,P77.-Viral vectors designed for NMDA receptor subunits silencing ,Cellular and Molecular Neurobiology ,2015
361,Magalí  C.  Cercato1°,P77.-Viral vectors designed for NMDA receptor subunits silencing ,Cellular and Molecular Neurobiology ,2015
362,Alejandra  I.  Aguirre1°,P77.-Viral vectors designed for NMDA receptor subunits silencing ,Cellular and Molecular Neurobiology ,2015
363,Anna  Salvetti2°,P77.-Viral vectors designed for NMDA receptor subunits silencing ,Cellular and Molecular Neurobiology ,2015
364,Alberto  L. Epstein3°,P77.-Viral vectors designed for NMDA receptor subunits silencing ,Cellular and Molecular Neurobiology ,2015
365,Diana A. Jerusalinsky1°,P77.-Viral vectors designed for NMDA receptor subunits silencing ,Cellular and Molecular Neurobiology ,2015
366,Ma. Verónica Báez1°,P77.-Viral vectors designed for NMDA receptor subunits silencing ,Cellular and Molecular Neurobiology ,2015
367,Ana  Vivinetto1°,P78.-Protective effects derived from oligodendrocyte-neuron interaction via  Myelin-Associated  Glycoprotein (MAG):  mechanisms  against glutamate induction of oxidative stress ,Cellular and Molecular Neurobiology ,2015
368,Cristian  Falcon2°,P78.-Protective effects derived from oligodendrocyte-neuron interaction via  Myelin-Associated  Glycoprotein (MAG):  mechanisms  against glutamate induction of oxidative stress ,Cellular and Molecular Neurobiology ,2015
369,Anabela  Palandri1°,P78.-Protective effects derived from oligodendrocyte-neuron interaction via  Myelin-Associated  Glycoprotein (MAG):  mechanisms  against glutamate induction of oxidative stress ,Cellular and Molecular Neurobiology ,2015
370,Victoria  Rozés-Salvador1°,P78.-Protective effects derived from oligodendrocyte-neuron interaction via  Myelin-Associated  Glycoprotein (MAG):  mechanisms  against glutamate induction of oxidative stress ,Cellular and Molecular Neurobiology ,2015
371,Constanza García-Keller3°,P78.-Protective effects derived from oligodendrocyte-neuron interaction via  Myelin-Associated  Glycoprotein (MAG):  mechanisms  against glutamate induction of oxidative stress ,Cellular and Molecular Neurobiology ,2015
372,Liliana Cancela3°,P78.-Protective effects derived from oligodendrocyte-neuron interaction via  Myelin-Associated  Glycoprotein (MAG):  mechanisms  against glutamate induction of oxidative stress ,Cellular and Molecular Neurobiology ,2015
373,Clara Monferrán2°,P78.-Protective effects derived from oligodendrocyte-neuron interaction via  Myelin-Associated  Glycoprotein (MAG):  mechanisms  against glutamate induction of oxidative stress ,Cellular and Molecular Neurobiology ,2015
374,Pablo H. H. López1°,P78.-Protective effects derived from oligodendrocyte-neuron interaction via  Myelin-Associated  Glycoprotein (MAG):  mechanisms  against glutamate induction of oxidative stress ,Cellular and Molecular Neurobiology ,2015
375,Pablo H. H. López4°,P78.-Protective effects derived from oligodendrocyte-neuron interaction via  Myelin-Associated  Glycoprotein (MAG):  mechanisms  against glutamate induction of oxidative stress ,Cellular and Molecular Neurobiology ,2015
376,Emiliano Zamponi,P79.-CK2-mediated reduction in Fast Axonal Transport by a cytoplasmic form of Prion Protein ,Cellular and Molecular Neurobiology ,2015
377,Fiamma Buratti,P79.-CK2-mediated reduction in Fast Axonal Transport by a cytoplasmic form of Prion Protein ,Cellular and Molecular Neurobiology ,2015
378,Pablo Helguera,P79.-CK2-mediated reduction in Fast Axonal Transport by a cytoplasmic form of Prion Protein ,Cellular and Molecular Neurobiology ,2015
379,Gustavo Pigino,P79.-CK2-mediated reduction in Fast Axonal Transport by a cytoplasmic form of Prion Protein ,Cellular and Molecular Neurobiology ,2015
380,Maria  Soledad  Alessandro1°,P80.-Role of G Substrate  in the photic signaling pathway of the circadian clock ,Chronobiology ,2015
381,Santiago  Plano1°,P80.-Role of G Substrate  in the photic signaling pathway of the circadian clock ,Chronobiology ,2015
382,Shogo  Endo2°,P80.-Role of G Substrate  in the photic signaling pathway of the circadian clock ,Chronobiology ,2015
383,Diego  Golombek1°,P80.-Role of G Substrate  in the photic signaling pathway of the circadian clock ,Chronobiology ,2015
384,Juan  José Chiesa1°,P80.-Role of G Substrate  in the photic signaling pathway of the circadian clock ,Chronobiology ,2015
385,Fernando  Gabriel  Altamirano1°,P81.-Aging modifies the oxidative status and the circadian expression of BDNF and its TrkB receptor in the hippocampus ,Chronobiology ,2015
386,Maria    Cecilia  Della  Vedova2°,P81.-Aging modifies the oxidative status and the circadian expression of BDNF and its TrkB receptor in the hippocampus ,Chronobiology ,2015
387,Martin  Rinaldi  Tosi2°,P81.-Aging modifies the oxidative status and the circadian expression of BDNF and its TrkB receptor in the hippocampus ,Chronobiology ,2015
388,Silvia Marcela  Delgado1°,P81.-Aging modifies the oxidative status and the circadian expression of BDNF and its TrkB receptor in the hippocampus ,Chronobiology ,2015
389,Ana  Cecilia  Anzulovich  Miranda1°,P81.-Aging modifies the oxidative status and the circadian expression of BDNF and its TrkB receptor in the hippocampus ,Chronobiology ,2015
390,Sandra  Gomez  Mejiba2°,P81.-Aging modifies the oxidative status and the circadian expression of BDNF and its TrkB receptor in the hippocampus ,Chronobiology ,2015
391,Maria,P81.-Aging modifies the oxidative status and the circadian expression of BDNF and its TrkB receptor in the hippocampus ,Chronobiology ,2015
392,Fernando  Martín  Baidanoff1°,P82.-Redox  regulation  of  photic  synchronization  of  the  mammalian circadian clock ,Chronobiology ,2015
393,Sebastián  Suárez2°,P82.-Redox  regulation  of  photic  synchronization  of  the  mammalian circadian clock ,Chronobiology ,2015
394,Fabio  Doctorovich2°,P82.-Redox  regulation  of  photic  synchronization  of  the  mammalian circadian clock ,Chronobiology ,2015
395,Diego  Andrés Golombek1°,P82.-Redox  regulation  of  photic  synchronization  of  the  mammalian circadian clock ,Chronobiology ,2015
396,Juan José Chiesa1°,P82.-Redox  regulation  of  photic  synchronization  of  the  mammalian circadian clock ,Chronobiology ,2015
397,S. G. Bernabei Cornejo,P83.-Testing  the  functional  role  of  putative  synaptic  contacts  of  core pacemaker neurons ,Chronobiology ,2015
398,N. Pírez1°,P83.-Testing  the  functional  role  of  putative  synaptic  contacts  of  core pacemaker neurons ,Chronobiology ,2015
399,M.F. Ceriani,P83.-Testing  the  functional  role  of  putative  synaptic  contacts  of  core pacemaker neurons ,Chronobiology ,2015
400,Ivana L. Bussi1°,P84.-Melatonin modulates interval timing in rats: effect of pinealectomy ,Chronobiology ,2015
401,Gloria Levin2°,P84.-Melatonin modulates interval timing in rats: effect of pinealectomy ,Chronobiology ,2015
402,Diego A. Golombek1°,P84.-Melatonin modulates interval timing in rats: effect of pinealectomy ,Chronobiology ,2015
403,Patricia V. Agostino1°,P84.-Melatonin modulates interval timing in rats: effect of pinealectomy ,Chronobiology ,2015
404,Carlos S. Caldart Valle,P85.-Analysis of circadian locomotor activity behavior in Caenorhabditis elegans ,Chronobiology ,2015
405,Agustin Carpaneto,P85.-Analysis of circadian locomotor activity behavior in Caenorhabditis elegans ,Chronobiology ,2015
406,Diego Golombek,P85.-Analysis of circadian locomotor activity behavior in Caenorhabditis elegans ,Chronobiology ,2015
407,Ivanna Carla Castro Pascual1°,P86.-Aging  modifies  the  circadian  expression  of  antioxidant  enzymes in cerebellum ,Chronobiology ,2015
408,Fernando Gabriel Altamirano1°,P86.-Aging  modifies  the  circadian  expression  of  antioxidant  enzymes in cerebellum ,Chronobiology ,2015
409,María Gabriela Lacoste1°,P86.-Aging  modifies  the  circadian  expression  of  antioxidant  enzymes in cerebellum ,Chronobiology ,2015
410,Ana Cecilia Anzulovich1°,P86.-Aging  modifies  the  circadian  expression  of  antioxidant  enzymes in cerebellum ,Chronobiology ,2015
411,Mariana Lucila Ferramola1°,P86.-Aging  modifies  the  circadian  expression  of  antioxidant  enzymes in cerebellum ,Chronobiology ,2015
412,José Manuel Duhart1°,P87.-Effects  of  peripheral  immune  activation  on  the  master  circadian oscillator: role of Ccl2 chemokine. ,Chronobiology ,2015
413,Lucila Brocardo1°,P87.-Effects  of  peripheral  immune  activation  on  the  master  circadian oscillator: role of Ccl2 chemokine. ,Chronobiology ,2015
414,Angelo Guglielmotti2°,P87.-Effects  of  peripheral  immune  activation  on  the  master  circadian oscillator: role of Ccl2 chemokine. ,Chronobiology ,2015
415,Diego Andrés Golombek1°,P87.-Effects  of  peripheral  immune  activation  on  the  master  circadian oscillator: role of Ccl2 chemokine. ,Chronobiology ,2015
416,Luz  Estefania  Farias  Altamirano1°,P88.-Cellular and functional characterization of the GABAergic system in the adult rat pineal gland ,Chronobiology ,2015
417,Sergio  Gonzalo  Benitez1°,P88.-Cellular and functional characterization of the GABAergic system in the adult rat pineal gland ,Chronobiology ,2015
418,Alicia  Pennisi2°,P88.-Cellular and functional characterization of the GABAergic system in the adult rat pineal gland ,Chronobiology ,2015
419,Estela  Maris Muñoz1°,P88.-Cellular and functional characterization of the GABAergic system in the adult rat pineal gland ,Chronobiology ,2015
420,Florencia Fernández,P89.-Sleep  and  synaptic  plasticity melanogaster ,Chronobiology ,2015
421,Nara I. Muraro,P89.-Sleep  and  synaptic  plasticity melanogaster ,Chronobiology ,2015
422,Lia Frenkel1°,P90.-Fast  Feedback  Inhibitory  Transmission  Among  Circadian  Clocks Keeps the Network in Tune ,Chronobiology ,2015
423,Nara I. Muraro2°,P90.-Fast  Feedback  Inhibitory  Transmission  Among  Circadian  Clocks Keeps the Network in Tune ,Chronobiology ,2015
424,M. Fernanda Ceriani1°,P90.-Fast  Feedback  Inhibitory  Transmission  Among  Circadian  Clocks Keeps the Network in Tune ,Chronobiology ,2015
425,María  Eugenia  Goya1°,P91.-A  dual circadian rhythms in C. elegans ,Chronobiology ,2015
426,Andrés  Romanowski2°,P91.-A  dual circadian rhythms in C. elegans ,Chronobiology ,2015
427,Carlos  Caldart1°,P91.-A  dual circadian rhythms in C. elegans ,Chronobiology ,2015
428,Diego  Golombek1°,P91.-A  dual circadian rhythms in C. elegans ,Chronobiology ,2015
429,Claire Bénard3°,P91.-A  dual circadian rhythms in C. elegans ,Chronobiology ,2015
430,Anastasia Herrero,P92.-Cell  autonomous  and  non-autonomous  mechanisms  relevant  for the remodelling of axonal terminals of pacemaker neurons in Drosophila melanogaster ,Chronobiology ,2015
431,María Fernanda Ceriani,P92.-Cell  autonomous  and  non-autonomous  mechanisms  relevant  for the remodelling of axonal terminals of pacemaker neurons in Drosophila melanogaster ,Chronobiology ,2015
432,Maria  Juliana  Leone1°,P93.-Diurnal variations on the speed and quality of human decisions ,Chronobiology ,2015
433,Diego  Fernandez  Slezak3°,P93.-Diurnal variations on the speed and quality of human decisions ,Chronobiology ,2015
434,Diego  Golombek1°,P93.-Diurnal variations on the speed and quality of human decisions ,Chronobiology ,2015
435,Mariano  Sigman2°1°,P93.-Diurnal variations on the speed and quality of human decisions ,Chronobiology ,2015
436,Sebastián Mildiner,P94.-Cholinergic Transmission in the Circadian Pacemaker of Drosophila ,Chronobiology ,2015
437,M. Fernanda Ceriani,P94.-Cholinergic Transmission in the Circadian Pacemaker of Drosophila ,Chronobiology ,2015
438,Lia Frenkel,P94.-Cholinergic Transmission in the Circadian Pacemaker of Drosophila ,Chronobiology ,2015
439,Malena L Mul Fedele,P95.-Neuroimmunology  of  circadian  rhythms  during  chronic inflammation ,Chronobiology ,2015
440,Diego A Golombek,P95.-Neuroimmunology  of  circadian  rhythms  during  chronic inflammation ,Chronobiology ,2015
441,Natalia Paladino,P95.-Neuroimmunology  of  circadian  rhythms  during  chronic inflammation ,Chronobiology ,2015
442,Sofía Polcowñuk,P96.-The  BMP  pathway  modulates  the  interactions  of  the  neural network that drives circadian behavior in Drosophila ,Chronobiology ,2015
443,Fernanda Ceriani,P96.-The  BMP  pathway  modulates  the  interactions  of  the  neural network that drives circadian behavior in Drosophila ,Chronobiology ,2015
444,Fernanda R. Román1°,P97.-Neuroimmune  communication  between  the  circadian  clock  and tumor development in mice ,Chronobiology ,2015
445,Malena L. Mul Fedele1°,P97.-Neuroimmune  communication  between  the  circadian  clock  and tumor development in mice ,Chronobiology ,2015
446,Belén Cerliani2°,P97.-Neuroimmune  communication  between  the  circadian  clock  and tumor development in mice ,Chronobiology ,2015
447,Silvina Richard2°,P97.-Neuroimmune  communication  between  the  circadian  clock  and tumor development in mice ,Chronobiology ,2015
448,Juan José Chiesa1°,P97.-Neuroimmune  communication  between  the  circadian  clock  and tumor development in mice ,Chronobiology ,2015
449,Diego A. Golombek1°,P97.-Neuroimmune  communication  between  the  circadian  clock  and tumor development in mice ,Chronobiology ,2015
450,Natalia Paladino1°,P97.-Neuroimmune  communication  between  the  circadian  clock  and tumor development in mice ,Chronobiology ,2015
451,Julieta Acosta1°,P98.-Deficits in temporal processing in an animal model of autism ,"Cognition, Behavior, and Memory ",2015
452,Amaicha Depino2°,P98.-Deficits in temporal processing in an animal model of autism ,"Cognition, Behavior, and Memory ",2015
453,Diego A. Golombek1°,P98.-Deficits in temporal processing in an animal model of autism ,"Cognition, Behavior, and Memory ",2015
454,Patricia V. Agostino1°,P98.-Deficits in temporal processing in an animal model of autism ,"Cognition, Behavior, and Memory ",2015
455,Patricia  V.  Agostino1°,P99.-Temporal Processing in Huntington’s Disease ,"Cognition, Behavior, and Memory ",2015
456,Emilia  M.  Gatto2°,P99.-Temporal Processing in Huntington’s Disease ,"Cognition, Behavior, and Memory ",2015
457,Martín  Cesarini2°,P99.-Temporal Processing in Huntington’s Disease ,"Cognition, Behavior, and Memory ",2015
458,Ana  Sanguinetti2°,P99.-Temporal Processing in Huntington’s Disease ,"Cognition, Behavior, and Memory ",2015
459,José  Luis Etcheverry2°,P99.-Temporal Processing in Huntington’s Disease ,"Cognition, Behavior, and Memory ",2015
460,Diego A. Golombek1°,P99.-Temporal Processing in Huntington’s Disease ,"Cognition, Behavior, and Memory ",2015
461,Matias Andina,P100.-Two-trial long-term memory in the crab Neohelice ,"Cognition, Behavior, and Memory ",2015
462,Arturo Romano,P100.-Two-trial long-term memory in the crab Neohelice ,"Cognition, Behavior, and Memory ",2015
463,Mariana Feld,P100.-Two-trial long-term memory in the crab Neohelice ,"Cognition, Behavior, and Memory ",2015
464,Jorge  Mario  Andreau1°2°3°,P101.-Recognition effects in a pair-association task measured in reaction times (RTs) and event related potentials (ERP) ,"Cognition, Behavior, and Memory ",2015
465,Sebastian  Ariel  Idesis1°2°,P101.-Recognition effects in a pair-association task measured in reaction times (RTs) and event related potentials (ERP) ,"Cognition, Behavior, and Memory ",2015
466,Santiago  Torres  Batan1°,P101.-Recognition effects in a pair-association task measured in reaction times (RTs) and event related potentials (ERP) ,"Cognition, Behavior, and Memory ",2015
467,Mercedes Terragno1°,P101.-Recognition effects in a pair-association task measured in reaction times (RTs) and event related potentials (ERP) ,"Cognition, Behavior, and Memory ",2015
468,Alberto Andres Yorio1°2°,P101.-Recognition effects in a pair-association task measured in reaction times (RTs) and event related potentials (ERP) ,"Cognition, Behavior, and Memory ",2015
469,Fernando  Emmanuel  Ayala1°2°3°,P102.-Normative  values  of  Verbal  Learning  Test  Spain  Complutense (TAVEC) in population of the City of Córdoba ,"Cognition, Behavior, and Memory ",2015
470,Fátima  González  Palau1°2°4°5,P102.-Normative  values  of  Verbal  Learning  Test  Spain  Complutense (TAVEC) in population of the City of Córdoba ,"Cognition, Behavior, and Memory ",2015
471,Leticia  Maurino1°2°3°,P102.-Normative  values  of  Verbal  Learning  Test  Spain  Complutense (TAVEC) in population of the City of Córdoba ,"Cognition, Behavior, and Memory ",2015
472,Lucía Daniela Montero1°2°3°,P102.-Normative  values  of  Verbal  Learning  Test  Spain  Complutense (TAVEC) in population of the City of Córdoba ,"Cognition, Behavior, and Memory ",2015
473,María Mercedes Casasnovas1°2°3°,P102.-Normative  values  of  Verbal  Learning  Test  Spain  Complutense (TAVEC) in population of the City of Córdoba ,"Cognition, Behavior, and Memory ",2015
474,Magdalena Cáceres1°2°,P102.-Normative  values  of  Verbal  Learning  Test  Spain  Complutense (TAVEC) in population of the City of Córdoba ,"Cognition, Behavior, and Memory ",2015
475,Juan P. Beccaria,"P103.-Selective  ablation  of  striatal  cholinergic  interneurons  before adolescence, but not during adulthood, results in impulsive behavior ","Cognition, Behavior, and Memory ",2015
476,Yanina V. Martos Schott,"P103.-Selective  ablation  of  striatal  cholinergic  interneurons  before adolescence, but not during adulthood, results in impulsive behavior ","Cognition, Behavior, and Memory ",2015
477,M. Gustavo Murer,"P103.-Selective  ablation  of  striatal  cholinergic  interneurons  before adolescence, but not during adulthood, results in impulsive behavior ","Cognition, Behavior, and Memory ",2015
478,Juan E. Belforte,"P103.-Selective  ablation  of  striatal  cholinergic  interneurons  before adolescence, but not during adulthood, results in impulsive behavior ","Cognition, Behavior, and Memory ",2015
479,Bruno Bianchi1°,P104.-Time-course of cognitive processes during proverb reading ,"Cognition, Behavior, and Memory ",2015
480,Diego E. Shalom1°,P104.-Time-course of cognitive processes during proverb reading ,"Cognition, Behavior, and Memory ",2015
481,Juen E. Kamiemkowsky1°,P104.-Time-course of cognitive processes during proverb reading ,"Cognition, Behavior, and Memory ",2015
482,Juan E. Kamiemkowsky2°,P104.-Time-course of cognitive processes during proverb reading ,"Cognition, Behavior, and Memory ",2015
483,Claudia  Angelica  Bonilla  Escobar1°,P105.-Acute Administration of CRH Antagonist Do not Prevent Memory Impairment in Sleep Deprived Animals ,"Cognition, Behavior, and Memory ",2015
484,Lucas  Fernando  Muniz  Relvas1°,P105.-Acute Administration of CRH Antagonist Do not Prevent Memory Impairment in Sleep Deprived Animals ,"Cognition, Behavior, and Memory ",2015
485,Simone  Marie  Ota2°,P105.-Acute Administration of CRH Antagonist Do not Prevent Memory Impairment in Sleep Deprived Animals ,"Cognition, Behavior, and Memory ",2015
486,Deborah Suchecki2°,P105.-Acute Administration of CRH Antagonist Do not Prevent Memory Impairment in Sleep Deprived Animals ,"Cognition, Behavior, and Memory ",2015
487,Paula Ayako Tiba1°,P105.-Acute Administration of CRH Antagonist Do not Prevent Memory Impairment in Sleep Deprived Animals ,"Cognition, Behavior, and Memory ",2015
488,Kelly  Yojanna  Cardona-Londoño,"P106.-Implementation  of  a  program  for  diagnosis  and  monitoring  of cognitive  impairment,  supported  by  a  system  of  tele-assistance,  in Caldas department, Colombia ","Cognition, Behavior, and Memory ",2015
489,Jhonny  Fernando  Garcia-Aguirre,"P106.-Implementation  of  a  program  for  diagnosis  and  monitoring  of cognitive  impairment,  supported  by  a  system  of  tele-assistance,  in Caldas department, Colombia ","Cognition, Behavior, and Memory ",2015
490,Francia  Retrepo  de Mejia,"P106.-Implementation  of  a  program  for  diagnosis  and  monitoring  of cognitive  impairment,  supported  by  a  system  of  tele-assistance,  in Caldas department, Colombia ","Cognition, Behavior, and Memory ",2015
491,Belarmino Segura-Giraldo,"P106.-Implementation  of  a  program  for  diagnosis  and  monitoring  of cognitive  impairment,  supported  by  a  system  of  tele-assistance,  in Caldas department, Colombia ","Cognition, Behavior, and Memory ",2015
492,Kelly  Yojanna  Cardona-Londoño,P107.-Promoting independence  and  functionality  of  older  adults diagnosed  with  mild  cognitive  impairment  through  an  educational program for their family and caregivers ,"Cognition, Behavior, and Memory ",2015
493,Jhonny  Fernando  Garcia-Aguirre,P107.-Promoting independence  and  functionality  of  older  adults diagnosed  with  mild  cognitive  impairment  through  an  educational program for their family and caregivers ,"Cognition, Behavior, and Memory ",2015
494,Francia  Retrepo  de Mejia,P107.-Promoting independence  and  functionality  of  older  adults diagnosed  with  mild  cognitive  impairment  through  an  educational program for their family and caregivers ,"Cognition, Behavior, and Memory ",2015
495,Belarmino Segura-Giraldo,P107.-Promoting independence  and  functionality  of  older  adults diagnosed  with  mild  cognitive  impairment  through  an  educational program for their family and caregivers ,"Cognition, Behavior, and Memory ",2015
496,Herminia Quiceno-Valencia,P107.-Promoting independence  and  functionality  of  older  adults diagnosed  with  mild  cognitive  impairment  through  an  educational program for their family and caregivers ,"Cognition, Behavior, and Memory ",2015
497,Rodrigo Casas Cordero1°,P108.-Mice lacking  dopamine  D2  autoreceptors  as  an  animal  model  for neuropsychiatric disorders ,"Cognition, Behavior, and Memory ",2015
498,Marcelo Rubinstein1°2°,P108.-Mice lacking  dopamine  D2  autoreceptors  as  an  animal  model  for neuropsychiatric disorders ,"Cognition, Behavior, and Memory ",2015
499,María  Mercedes  Casasnovas1°2°3°,P109.-Emotional  symptoms complaints without cognitive impairment ,"Cognition, Behavior, and Memory ",2015
500,Fátima  González  Palau1°2°4°5,P109.-Emotional  symptoms complaints without cognitive impairment ,"Cognition, Behavior, and Memory ",2015
501,Fernando  Emmanuel Ayala1°2°3°,P109.-Emotional  symptoms complaints without cognitive impairment ,"Cognition, Behavior, and Memory ",2015
502,Lucía Daniela Montero1°2°3°,P109.-Emotional  symptoms complaints without cognitive impairment ,"Cognition, Behavior, and Memory ",2015
503,Leticia Maurino1°2°3°,P109.-Emotional  symptoms complaints without cognitive impairment ,"Cognition, Behavior, and Memory ",2015
504,Magdalena Cáceres1°2°,P109.-Emotional  symptoms complaints without cognitive impairment ,"Cognition, Behavior, and Memory ",2015
505,Leandro Casiraghi1°,"P110.-Whose  chair  is  it,  anyway?  Weighing  ownership  heuristics  to resolve third-party disputes over property ","Cognition, Behavior, and Memory ",2015
506,Gustavo Faigenbaum2°,"P110.-Whose  chair  is  it,  anyway?  Weighing  ownership  heuristics  to resolve third-party disputes over property ","Cognition, Behavior, and Memory ",2015
507,Mariano Sigman1°,"P110.-Whose  chair  is  it,  anyway?  Weighing  ownership  heuristics  to resolve third-party disputes over property ","Cognition, Behavior, and Memory ",2015
508,Fernando Castillo Díaz1°,P111.-Activation of medial prefrontal cortex dopamine receptors induces a persistent aversive behavior ,"Cognition, Behavior, and Memory ",2015
509,Cecilia Kramar1°,P111.-Activation of medial prefrontal cortex dopamine receptors induces a persistent aversive behavior ,"Cognition, Behavior, and Memory ",2015
510,Micaela Anahí Hernández1°,P111.-Activation of medial prefrontal cortex dopamine receptors induces a persistent aversive behavior ,"Cognition, Behavior, and Memory ",2015
511,Jorge Medina1°2°,P111.-Activation of medial prefrontal cortex dopamine receptors induces a persistent aversive behavior ,"Cognition, Behavior, and Memory ",2015
512,Santiago Castro Zaballa,P112.-Absence  of  EEG  gamma  oscillations  coherence  under  a pharmacologic psychosis model ,"Cognition, Behavior, and Memory ",2015
513,Matias Cavelli,P112.-Absence  of  EEG  gamma  oscillations  coherence  under  a pharmacologic psychosis model ,"Cognition, Behavior, and Memory ",2015
514,Atilio Falconi,P112.-Absence  of  EEG  gamma  oscillations  coherence  under  a pharmacologic psychosis model ,"Cognition, Behavior, and Memory ",2015
515,Pablo Torterolo,P112.-Absence  of  EEG  gamma  oscillations  coherence  under  a pharmacologic psychosis model ,"Cognition, Behavior, and Memory ",2015
516,Verónica Cattaneo1°,P113.-Learning  strategies  to  ameliorate  memory  deficit  in  a  Drosophila model of Noonan syndrome ,"Cognition, Behavior, and Memory ",2015
517,Sergio Lew2°,P113.-Learning  strategies  to  ameliorate  memory  deficit  in  a  Drosophila model of Noonan syndrome ,"Cognition, Behavior, and Memory ",2015
518,Mario Rafael Pagani1°,P113.-Learning  strategies  to  ameliorate  memory  deficit  in  a  Drosophila model of Noonan syndrome ,"Cognition, Behavior, and Memory ",2015
519,Magali  Cercato,P114.-Transient  changes expression after habituation ,"Cognition, Behavior, and Memory ",2015
520,Cecilia  Vazquez,P114.-Transient  changes expression after habituation ,"Cognition, Behavior, and Memory ",2015
521,Edgar  Kornisiuk,P114.-Transient  changes expression after habituation ,"Cognition, Behavior, and Memory ",2015
522,Alejandra  Aguirre,P114.-Transient  changes expression after habituation ,"Cognition, Behavior, and Memory ",2015
