,autor,titulo,tema,year
302,"
Andrea Otamendi",P61.-Acute stress facilitates the generalization of contextual fear memory,"Cognition, Behavior, and Memory",2017
303, Crhisttian L Bender,P61.-Acute stress facilitates the generalization of contextual fear memory,"Cognition, Behavior, and Memory",2017
304, Gaston D Calfa,P61.-Acute stress facilitates the generalization of contextual fear memory,"Cognition, Behavior, and Memory",2017
305, Victor A Molina ,P61.-Acute stress facilitates the generalization of contextual fear memory,"Cognition, Behavior, and Memory",2017
306,EnyS CONICET,"P62.-Pattern of ictal intracerebral EEG at the start of alteration of consciousness (AOC) Nuria Campora, Silvia Kochen","Cognition, Behavior, and Memory",2017
307,  Hospital El Cruce,"P62.-Pattern of ictal intracerebral EEG at the start of alteration of consciousness (AOC) Nuria Campora, Silvia Kochen","Cognition, Behavior, and Memory",2017
308," Hospital Ramos Mejía  
nuriacampora@yahoo.com.ar 
______________________________________________________________ ","P62.-Pattern of ictal intracerebral EEG at the start of alteration of consciousness (AOC) Nuria Campora, Silvia Kochen","Cognition, Behavior, and Memory",2017
309,"
Stefanía Castelló 1°",P63.-Tolerance and sensitization induced by ethanol in preweanling rats: effects of the administration of a sequestering agent of acetaldehyde,"Cognition, Behavior, and Memory",2017
310, Juan Carlos Molina 2°,P63.-Tolerance and sensitization induced by ethanol in preweanling rats: effects of the administration of a sequestering agent of acetaldehyde,"Cognition, Behavior, and Memory",2017
311, Carlos Arias Grandío 3°,P63.-Tolerance and sensitization induced by ethanol in preweanling rats: effects of the administration of a sequestering agent of acetaldehyde,"Cognition, Behavior, and Memory",2017
312,"
Fernando Castillo Díaz 1°",P64.-Blockade of D1/D5 dopaminergic receptors in the VTA promotes the persistence of weak appetitive memories,"Cognition, Behavior, and Memory",2017
313, Micaela A. Hernandez 1°,P64.-Blockade of D1/D5 dopaminergic receptors in the VTA promotes the persistence of weak appetitive memories,"Cognition, Behavior, and Memory",2017
314, Tomás Capellá 1°,P64.-Blockade of D1/D5 dopaminergic receptors in the VTA promotes the persistence of weak appetitive memories,"Cognition, Behavior, and Memory",2017
315, Valentina de Castro 1°,P64.-Blockade of D1/D5 dopaminergic receptors in the VTA promotes the persistence of weak appetitive memories,"Cognition, Behavior, and Memory",2017
316," 
Jorge H. Medina 1 2°",P64.-Blockade of D1/D5 dopaminergic receptors in the VTA promotes the persistence of weak appetitive memories,"Cognition, Behavior, and Memory",2017
317,Camila Coll 1°,P65.-Impact of NMDAR ablation in dorsomedial striatum on behavior,"Cognition, Behavior, and Memory",2017
318, Juan Emilio Belforte 1°,P65.-Impact of NMDAR ablation in dorsomedial striatum on behavior,"Cognition, Behavior, and Memory",2017
319, Maria Elena Avale 2°,P65.-Impact of NMDAR ablation in dorsomedial striatum on behavior,"Cognition, Behavior, and Memory",2017
320, Mario Gustavo Murer 1°,P65.-Impact of NMDAR ablation in dorsomedial striatum on behavior,"Cognition, Behavior, and Memory",2017
321," Barbara 
Yael Braz 1°",P65.-Impact of NMDAR ablation in dorsomedial striatum on behavior,"Cognition, Behavior, and Memory",2017
322,Ramiro G Comas Mutis,P66.-Influence of the fear memory labilization/reconsolidation process on the hippocampal structural plasticity.,"Cognition, Behavior, and Memory",2017
323, Pablo Espejo,P66.-Influence of the fear memory labilization/reconsolidation process on the hippocampal structural plasticity.,"Cognition, Behavior, and Memory",2017
324, Vanesa Ortiz,P66.-Influence of the fear memory labilization/reconsolidation process on the hippocampal structural plasticity.,"Cognition, Behavior, and Memory",2017
325, Irene D Martijena,P66.-Influence of the fear memory labilization/reconsolidation process on the hippocampal structural plasticity.,"Cognition, Behavior, and Memory",2017
326, Gaston D Calfa,P66.-Influence of the fear memory labilization/reconsolidation process on the hippocampal structural plasticity.,"Cognition, Behavior, and Memory",2017
327," Victor 
A Molina ",P66.-Influence of the fear memory labilization/reconsolidation process on the hippocampal structural plasticity.,"Cognition, Behavior, and Memory",2017
328,"
M. Florencia Daneri",P67.-Insight into the amphibian brain: the amphibian medial pallium as a model of an ancestral hippocampus?,"Cognition, Behavior, and Memory",2017
329, Ruben N. Muzio ,P67.-Insight into the amphibian brain: the amphibian medial pallium as a model of an ancestral hippocampus?,"Cognition, Behavior, and Memory",2017
330,"
Ana Belén de Landeta 1°",P68.-Differential role of retrosplenial cortex in object recognition memory,"Cognition, Behavior, and Memory",2017
331, Magdalena Pereyra 1°,P68.-Differential role of retrosplenial cortex in object recognition memory,"Cognition, Behavior, and Memory",2017
332, Jorge H. Medina 1 2°,P68.-Differential role of retrosplenial cortex in object recognition memory,"Cognition, Behavior, and Memory",2017
333, Cynthia Katche 1°,P68.-Differential role of retrosplenial cortex in object recognition memory,"Cognition, Behavior, and Memory",2017
334,"
Rocco Di Tella 2°",P69.-A massive experiment on choice blindness in political decisions,"Cognition, Behavior, and Memory",2017
335, Lorena Moscovich 3°,P69.-A massive experiment on choice blindness in political decisions,"Cognition, Behavior, and Memory",2017
336, Juan Manuel Garrido 1°,P69.-A massive experiment on choice blindness in political decisions,"Cognition, Behavior, and Memory",2017
337, Facundo Álvarez Heduan 1°,P69.-A massive experiment on choice blindness in political decisions,"Cognition, Behavior, and Memory",2017
338," 
Pablo A. Gonzales 1°",P69.-A massive experiment on choice blindness in political decisions,"Cognition, Behavior, and Memory",2017
339, Mariano Sigman 4°,P69.-A massive experiment on choice blindness in political decisions,"Cognition, Behavior, and Memory",2017
340, Andrés Rieznik 4°,P69.-A massive experiment on choice blindness in political decisions,"Cognition, Behavior, and Memory",2017
341, Rodrigo Catalano 1°,P69.-A massive experiment on choice blindness in political decisions,"Cognition, Behavior, and Memory",2017
342,"
Santiago Ojea Ramos",P70.-Contribution of ERK/MAPK activation to the formation of a two trial long term memory in the crab Neohelice granulata,"Cognition, Behavior, and Memory",2017
343, Mariana Feld ,P70.-Contribution of ERK/MAPK activation to the formation of a two trial long term memory in the crab Neohelice granulata,"Cognition, Behavior, and Memory",2017
344,"
Francisco Gallo 1°",P71.-Understanding memory loss: Development of a retrieval-induced forgetting paradigm in rodents,"Cognition, Behavior, and Memory",2017
345, Facundo Morici 2°,P71.-Understanding memory loss: Development of a retrieval-induced forgetting paradigm in rodents,"Cognition, Behavior, and Memory",2017
346, Magdalena Miranda 2°,P71.-Understanding memory loss: Development of a retrieval-induced forgetting paradigm in rodents,"Cognition, Behavior, and Memory",2017
347, Belén Zanoni Saad 2°,P71.-Understanding memory loss: Development of a retrieval-induced forgetting paradigm in rodents,"Cognition, Behavior, and Memory",2017
348," Noelia 
Weisstaub 2°",P71.-Understanding memory loss: Development of a retrieval-induced forgetting paradigm in rodents,"Cognition, Behavior, and Memory",2017
349, Pedro Bekinschtein 2°,P71.-Understanding memory loss: Development of a retrieval-induced forgetting paradigm in rodents,"Cognition, Behavior, and Memory",2017
350,Martina Gonzalez Vilas 1°2°3°,P72.-The spectral signatures of serotonergic and dissociative psychedelics in the human brain,"Cognition, Behavior, and Memory",2017
351, Amanda Feilding 4°,P72.-The spectral signatures of serotonergic and dissociative psychedelics in the human brain,"Cognition, Behavior, and Memory",2017
352, Robin Carhart-Harris 5°,P72.-The spectral signatures of serotonergic and dissociative psychedelics in the human brain,"Cognition, Behavior, and Memory",2017
353, David Nutt 5°,P72.-The spectral signatures of serotonergic and dissociative psychedelics in the human brain,"Cognition, Behavior, and Memory",2017
354," Suresh 
Muthukumaraswamy 5°",P72.-The spectral signatures of serotonergic and dissociative psychedelics in the human brain,"Cognition, Behavior, and Memory",2017
355, Enzo Tagliazucchi 2°3°,P72.-The spectral signatures of serotonergic and dissociative psychedelics in the human brain,"Cognition, Behavior, and Memory",2017
356,Belén Gori 1°,P73.-Single Neuron Recordings In The Human Medial Temporal Lobe,"Cognition, Behavior, and Memory",2017
357, Hernán Rey 4°,P73.-Single Neuron Recordings In The Human Medial Temporal Lobe,"Cognition, Behavior, and Memory",2017
358, Claudia Múnera 1°,P73.-Single Neuron Recordings In The Human Medial Temporal Lobe,"Cognition, Behavior, and Memory",2017
359, Santiago Collavini 1°2°,P73.-Single Neuron Recordings In The Human Medial Temporal Lobe,"Cognition, Behavior, and Memory",2017
360," Mónica Fernández Lima 
1°",P73.-Single Neuron Recordings In The Human Medial Temporal Lobe,"Cognition, Behavior, and Memory",2017
361, Fernando Chaure 1°,P73.-Single Neuron Recordings In The Human Medial Temporal Lobe,"Cognition, Behavior, and Memory",2017
362, Pablo Seoane 1°,P73.-Single Neuron Recordings In The Human Medial Temporal Lobe,"Cognition, Behavior, and Memory",2017
363, Eduardo Seoane 1°,P73.-Single Neuron Recordings In The Human Medial Temporal Lobe,"Cognition, Behavior, and Memory",2017
364, Silvia Kochen 1°3°,P73.-Single Neuron Recordings In The Human Medial Temporal Lobe,"Cognition, Behavior, and Memory",2017
365," Rodrigo Quian 
Quiroga 4°",P73.-Single Neuron Recordings In The Human Medial Temporal Lobe,"Cognition, Behavior, and Memory",2017
366,"
Macarena Herrera 1°",P74.-Early Cognitive Impairment associated with a parkinsonian animal model: synaptic plasticity and initial approaches with IGF-1 gene therapy,"Cognition, Behavior, and Memory",2017
367, Pablo Espejo 1°,P74.-Early Cognitive Impairment associated with a parkinsonian animal model: synaptic plasticity and initial approaches with IGF-1 gene therapy,"Cognition, Behavior, and Memory",2017
368, Romina Deza-Ponzio 1°,P74.-Early Cognitive Impairment associated with a parkinsonian animal model: synaptic plasticity and initial approaches with IGF-1 gene therapy,"Cognition, Behavior, and Memory",2017
369, Gastón Calfa 1°,P74.-Early Cognitive Impairment associated with a parkinsonian animal model: synaptic plasticity and initial approaches with IGF-1 gene therapy,"Cognition, Behavior, and Memory",2017
370," Maria José 
Bellini 2°",P74.-Early Cognitive Impairment associated with a parkinsonian animal model: synaptic plasticity and initial approaches with IGF-1 gene therapy,"Cognition, Behavior, and Memory",2017
371, Victor Molina    *equally contribution 1°,P74.-Early Cognitive Impairment associated with a parkinsonian animal model: synaptic plasticity and initial approaches with IGF-1 gene therapy,"Cognition, Behavior, and Memory",2017
372, Claudia Hereñú  *equally contribution 1°,P74.-Early Cognitive Impairment associated with a parkinsonian animal model: synaptic plasticity and initial approaches with IGF-1 gene therapy,"Cognition, Behavior, and Memory",2017
373,"
Martín Klappenbach 1°2°",P75.-Memory updating in crabs: adding opposite information during reconsolidation,"Cognition, Behavior, and Memory",2017
374, Laura Kaczer 1°2°,P75.-Memory updating in crabs: adding opposite information during reconsolidation,"Cognition, Behavior, and Memory",2017
375, Fernando Locatelli 1°2°,P75.-Memory updating in crabs: adding opposite information during reconsolidation,"Cognition, Behavior, and Memory",2017
376,"
Pamela Lopes da Cunha 1°",P76.-STRESS EFFECTS ON STUDENTS LONG TERM MEMORY,"Cognition, Behavior, and Memory",2017
377, Lucia Chisari 1°,P76.-STRESS EFFECTS ON STUDENTS LONG TERM MEMORY,"Cognition, Behavior, and Memory",2017
378, Fabricio Ballarini 1°,P76.-STRESS EFFECTS ON STUDENTS LONG TERM MEMORY,"Cognition, Behavior, and Memory",2017
379, Haydee Viola 1 2°,P76.-STRESS EFFECTS ON STUDENTS LONG TERM MEMORY,"Cognition, Behavior, and Memory",2017
380,Luis Angel López-Muciño 1°,P77.-Effect of stevia sweeteners consumption on the expression of !-FosB in nucleus accumbens and striatum in adolescent rats,"Cognition, Behavior, and Memory",2017
381, Pedro Sánchez-Aparicio 1°,P77.-Effect of stevia sweeteners consumption on the expression of !-FosB in nucleus accumbens and striatum in adolescent rats,"Cognition, Behavior, and Memory",2017
382, Fernanda Salaya-Velázquez 2°,P77.-Effect of stevia sweeteners consumption on the expression of !-FosB in nucleus accumbens and striatum in adolescent rats,"Cognition, Behavior, and Memory",2017
383," Arturo 
Venebra-Muñoz 2°",P77.-Effect of stevia sweeteners consumption on the expression of !-FosB in nucleus accumbens and striatum in adolescent rats,"Cognition, Behavior, and Memory",2017
384, Andrés Domínguez-Guadarrama 3°,P77.-Effect of stevia sweeteners consumption on the expression of !-FosB in nucleus accumbens and striatum in adolescent rats,"Cognition, Behavior, and Memory",2017
385,  Sergio Recillas-Morales1° ,P77.-Effect of stevia sweeteners consumption on the expression of !-FosB in nucleus accumbens and striatum in adolescent rats,"Cognition, Behavior, and Memory",2017
386,Luciana Lucchina 1°2°,"P78.-Words, hands or looks? Understanding teaching strategies in children with cochlear implants","Cognition, Behavior, and Memory",2017
387, Nicole Pochinki 2°4°,"P78.-Words, hands or looks? Understanding teaching strategies in children with cochlear implants","Cognition, Behavior, and Memory",2017
388, Percival Denham 3°,"P78.-Words, hands or looks? Understanding teaching strategies in children with cochlear implants","Cognition, Behavior, and Memory",2017
389, Mariano Sigman 1°2°,"P78.-Words, hands or looks? Understanding teaching strategies in children with cochlear implants","Cognition, Behavior, and Memory",2017
390," Cecilia Inés 
Calero 1°2°","P78.-Words, hands or looks? Understanding teaching strategies in children with cochlear implants","Cognition, Behavior, and Memory",2017
391,"
Rocio Martínez Vivot 1°2°3°",P79.-Analysis of the complexity of electrophysiological recordings acquired during three different meditation traditions,"Cognition, Behavior, and Memory",2017
392, Daniel Vigo 1°,P79.-Analysis of the complexity of electrophysiological recordings acquired during three different meditation traditions,"Cognition, Behavior, and Memory",2017
393, Enzo Tagliazucchi 2°,P79.-Analysis of the complexity of electrophysiological recordings acquired during three different meditation traditions,"Cognition, Behavior, and Memory",2017
394,"
Joyce Graciela Martínez-Galindo",P80.-Electrophysiological correlates of encoding faces in different emotional contexts,"Cognition, Behavior, and Memory",2017
395, Selene Cansino ,P80.-Electrophysiological correlates of encoding faces in different emotional contexts,"Cognition, Behavior, and Memory",2017
396,"
Laura S. Mazzitelli Fuentes 1°",P81.-Role of dorso-medial telencephalic adult-born neurons on Active Avoidance learning in a teleost fish model,"Cognition, Behavior, and Memory",2017
397, María Soledad Ausas 1°,P81.-Role of dorso-medial telencephalic adult-born neurons on Active Avoidance learning in a teleost fish model,"Cognition, Behavior, and Memory",2017
398, Fernanda R. Román 1°,P81.-Role of dorso-medial telencephalic adult-born neurons on Active Avoidance learning in a teleost fish model,"Cognition, Behavior, and Memory",2017
399," Sonia A. 
Crichigno 2°",P81.-Role of dorso-medial telencephalic adult-born neurons on Active Avoidance learning in a teleost fish model,"Cognition, Behavior, and Memory",2017
400, Lucas A. Mongiat 1°,P81.-Role of dorso-medial telencephalic adult-born neurons on Active Avoidance learning in a teleost fish model,"Cognition, Behavior, and Memory",2017
401,"
Candela Medina",P82.-Actin cytoskeleton: the backbone of memory trace?,"Cognition, Behavior, and Memory",2017
402, Verónica de la Fuente,P82.-Actin cytoskeleton: the backbone of memory trace?,"Cognition, Behavior, and Memory",2017
403, Arturo Romano ,P82.-Actin cytoskeleton: the backbone of memory trace?,"Cognition, Behavior, and Memory",2017
404,"
Yanina Michelini",P83.-Effect of emotional states upon risky decisión making in youngs Argentines: preliminary results,"Cognition, Behavior, and Memory",2017
405, Juan Carlos Godoy ,P83.-Effect of emotional states upon risky decisión making in youngs Argentines: preliminary results,"Cognition, Behavior, and Memory",2017
406,"
Magdalena Miranda","P84.-Activity regulated cytoskeleton-associated protein is required for consolidation of overlapping object, but not spatial memories in the Perirhinal cortex","Cognition, Behavior, and Memory",2017
407, Facundo Morici,"P84.-Activity regulated cytoskeleton-associated protein is required for consolidation of overlapping object, but not spatial memories in the Perirhinal cortex","Cognition, Behavior, and Memory",2017
408, Francisco Gallo,"P84.-Activity regulated cytoskeleton-associated protein is required for consolidation of overlapping object, but not spatial memories in the Perirhinal cortex","Cognition, Behavior, and Memory",2017
409, Dinka Piromalli Girado,"P84.-Activity regulated cytoskeleton-associated protein is required for consolidation of overlapping object, but not spatial memories in the Perirhinal cortex","Cognition, Behavior, and Memory",2017
410,"  Noelia 
Weisstaub","P84.-Activity regulated cytoskeleton-associated protein is required for consolidation of overlapping object, but not spatial memories in the Perirhinal cortex","Cognition, Behavior, and Memory",2017
411, Pedro Bekinschtein ,"P84.-Activity regulated cytoskeleton-associated protein is required for consolidation of overlapping object, but not spatial memories in the Perirhinal cortex","Cognition, Behavior, and Memory",2017
412,"
Camila Fullio",P85.-Novelty improves LTM after reconsolidation through a behavioral tagging process.,"Cognition, Behavior, and Memory",2017
413, Ivan Rabinovich Orlandi,P85.-Novelty improves LTM after reconsolidation through a behavioral tagging process.,"Cognition, Behavior, and Memory",2017
414, Fermin Erviti,P85.-Novelty improves LTM after reconsolidation through a behavioral tagging process.,"Cognition, Behavior, and Memory",2017
415, Fabricio Ballarini,P85.-Novelty improves LTM after reconsolidation through a behavioral tagging process.,"Cognition, Behavior, and Memory",2017
416, Diego Moncada ,P85.-Novelty improves LTM after reconsolidation through a behavioral tagging process.,"Cognition, Behavior, and Memory",2017
417,"
Juan Facundo Morici 1°2°",P86.-5-HT2a receptor in mPFC controls context-guided reconsolidation of long- term object memory in perirhinal cortex,"Cognition, Behavior, and Memory",2017
418, Magdalena Miranda 1°,P86.-5-HT2a receptor in mPFC controls context-guided reconsolidation of long- term object memory in perirhinal cortex,"Cognition, Behavior, and Memory",2017
419, Francisco Gallo 1°2°,P86.-5-HT2a receptor in mPFC controls context-guided reconsolidation of long- term object memory in perirhinal cortex,"Cognition, Behavior, and Memory",2017
420, Belen Zanoni Saad 1°,P86.-5-HT2a receptor in mPFC controls context-guided reconsolidation of long- term object memory in perirhinal cortex,"Cognition, Behavior, and Memory",2017
421," 
Pedro Bekinschtein 1°",P86.-5-HT2a receptor in mPFC controls context-guided reconsolidation of long- term object memory in perirhinal cortex,"Cognition, Behavior, and Memory",2017
422, Noelia Weisstaub 1°2° ,P86.-5-HT2a receptor in mPFC controls context-guided reconsolidation of long- term object memory in perirhinal cortex,"Cognition, Behavior, and Memory",2017
423,"
Malen Moyano 1°",P87.-Sleep Accelerates Memory Re-Stabilization,"Cognition, Behavior, and Memory",2017
424, Julia Carbone 1°,P87.-Sleep Accelerates Memory Re-Stabilization,"Cognition, Behavior, and Memory",2017
425, Jan Born 2°,P87.-Sleep Accelerates Memory Re-Stabilization,"Cognition, Behavior, and Memory",2017
426, Maria Eugenia Pedreira 3°,P87.-Sleep Accelerates Memory Re-Stabilization,"Cognition, Behavior, and Memory",2017
427," Susanne 
Diekelmann 2°",P87.-Sleep Accelerates Memory Re-Stabilization,"Cognition, Behavior, and Memory",2017
428, Cecilia Forcato 1°. ,P87.-Sleep Accelerates Memory Re-Stabilization,"Cognition, Behavior, and Memory",2017
429,"
Magdalena Pereyra 1°",P88.-mTOR controls hippocampal long-term inhibitory avoidance memory retrieval,"Cognition, Behavior, and Memory",2017
430, Cynthia Katche 1°,P88.-mTOR controls hippocampal long-term inhibitory avoidance memory retrieval,"Cognition, Behavior, and Memory",2017
431, Ana Belén de Landeta 1°,P88.-mTOR controls hippocampal long-term inhibitory avoidance memory retrieval,"Cognition, Behavior, and Memory",2017
432, Jorge Medina1° 2°,P88.-mTOR controls hippocampal long-term inhibitory avoidance memory retrieval,"Cognition, Behavior, and Memory",2017
433,"
Soledad Picco","P89.-Becoming Anxious: How Threat Conditioning Affects Negative Valenced, Positive Valenced And Cognitive Systems","Cognition, Behavior, and Memory",2017
434, Rodrigo S Fernández,"P89.-Becoming Anxious: How Threat Conditioning Affects Negative Valenced, Positive Valenced And Cognitive Systems","Cognition, Behavior, and Memory",2017
435, María Eugenia Pedreira ,"P89.-Becoming Anxious: How Threat Conditioning Affects Negative Valenced, Positive Valenced And Cognitive Systems","Cognition, Behavior, and Memory",2017
436,Grupo de Neurociencias de Sistemas,P90.-Stiatal role in the exploration/explotation balance,"Cognition, Behavior, and Memory",2017
437, IFIBIO-Houssay,P90.-Stiatal role in the exploration/explotation balance,"Cognition, Behavior, and Memory",2017
438," UBA-CONICET  
alejandraprost@gmail.com 
______________________________________________________________ ",P90.-Stiatal role in the exploration/explotation balance,"Cognition, Behavior, and Memory",2017
439,"
Daniela Ramirez Butavand 2°",P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
440, María Florencia Rodriguez 3°,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
441, María Virginia Cifuentes 3°,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
442," 
Marcos Gonzalo Lazo 3°",P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
443, Cristian García Bauza 3°,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
444, Pedro Bekinschtein 1°,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
445," Fabricio Ballarini 2° 

1° Laboratory of memory and molecular cognition",P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
446," Institute for Cognitive and Translational Neuroscience 
(INCyT)",P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
447, Universidad Favaloro-INECO-CONICET,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
448, 2° Laboratory of memory,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
449," Institute of Cell Biology and 
Neuroscience",P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
450, Facultad de Medicina,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
451, Universidad de Buenos Aires,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
452, 3° PLADEMA,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
453," Universidad Nacional 
del Centro",P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
454, Tandil,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
455, Buenos Aires,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
456, Argentina,P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
457," 4°  
daniramirezbe@gmail.com 
______________________________________________________________ ",P91.-Pattern Separation in humans in a virtual reality environment,"Cognition, Behavior, and Memory",2017
458,"
Daniela Ramirez Butavand 2°",P92.-Modulatory effect of novelty on episodic memory and creativity tasks,"Cognition, Behavior, and Memory",2017
459, Pedro Bekinschtein 1°,P92.-Modulatory effect of novelty on episodic memory and creativity tasks,"Cognition, Behavior, and Memory",2017
460, Fabricio Ballarini 2°,P92.-Modulatory effect of novelty on episodic memory and creativity tasks,"Cognition, Behavior, and Memory",2017
461,"
Damián Revillo 1°",P93.-Contextual learning and the development of memory systems in the infant rat,"Cognition, Behavior, and Memory",2017
462, Gabriela Paglini 1°,P93.-Contextual learning and the development of memory systems in the infant rat,"Cognition, Behavior, and Memory",2017
463, Carlos Arias 2°,P93.-Contextual learning and the development of memory systems in the infant rat,"Cognition, Behavior, and Memory",2017
464,"
Tatiana Romero Arias 1°",P94.-Influence of The Words of Action in the Consolidation Processes in Different Memory Tests,"Cognition, Behavior, and Memory",2017
465, Maria Angeles Alonso Rodriguez 2°,P94.-Influence of The Words of Action in the Consolidation Processes in Different Memory Tests,"Cognition, Behavior, and Memory",2017
466,"
Estefania D Ruiz Christian L Bender",P95.-The influence of stress on fear memory extinction is not associated with dendritic spines remodeling in the ventral hippocampus.,"Cognition, Behavior, and Memory",2017
467, Victor A Molina,P95.-The influence of stress on fear memory extinction is not associated with dendritic spines remodeling in the ventral hippocampus.,"Cognition, Behavior, and Memory",2017
468, Gaston D Calfa ,P95.-The influence of stress on fear memory extinction is not associated with dendritic spines remodeling in the ventral hippocampus.,"Cognition, Behavior, and Memory",2017
469,Agostina Sacson,P96.-Cognitive Enhancer effects of chronic administration of fluoxetine are mediated by 5-HT2aR in mice,"Cognition, Behavior, and Memory",2017
470, Juan Facundo Morici,P96.-Cognitive Enhancer effects of chronic administration of fluoxetine are mediated by 5-HT2aR in mice,"Cognition, Behavior, and Memory",2017
471, Francisco Gallo,P96.-Cognitive Enhancer effects of chronic administration of fluoxetine are mediated by 5-HT2aR in mice,"Cognition, Behavior, and Memory",2017
472, Pedro Bekinschtein,P96.-Cognitive Enhancer effects of chronic administration of fluoxetine are mediated by 5-HT2aR in mice,"Cognition, Behavior, and Memory",2017
473, Noelia Weisstaub  ,P96.-Cognitive Enhancer effects of chronic administration of fluoxetine are mediated by 5-HT2aR in mice,"Cognition, Behavior, and Memory",2017
474,"
N. Fernanda Salaya-Velazquez 1°",P97.-Evaluation of Dopaminergic System Activity In Rats Treated With Cannabinoids and Consume of Artificial Sweeteners,"Cognition, Behavior, and Memory",2017
475, L. Angel López-Muciño 1°,P97.-Evaluation of Dopaminergic System Activity In Rats Treated With Cannabinoids and Consume of Artificial Sweeteners,"Cognition, Behavior, and Memory",2017
476," A. Alfonso Domínguez-
Guadarrama 2°",P97.-Evaluation of Dopaminergic System Activity In Rats Treated With Cannabinoids and Consume of Artificial Sweeteners,"Cognition, Behavior, and Memory",2017
477, Arturo Venebra-Muñoz 1°,P97.-Evaluation of Dopaminergic System Activity In Rats Treated With Cannabinoids and Consume of Artificial Sweeteners,"Cognition, Behavior, and Memory",2017
478,Agustín Salguero 1°2°,P98.-Acute Ethanol Exposure Induces Anxiety Like-Behaviors In Infant Rats: Omega 3 As A Protective Factor,"Cognition, Behavior, and Memory",2017
479, Santiago Méndez 1°2°,P98.-Acute Ethanol Exposure Induces Anxiety Like-Behaviors In Infant Rats: Omega 3 As A Protective Factor,"Cognition, Behavior, and Memory",2017
480, Noelia Villarreal 1°2°,P98.-Acute Ethanol Exposure Induces Anxiety Like-Behaviors In Infant Rats: Omega 3 As A Protective Factor,"Cognition, Behavior, and Memory",2017
481, Rocío Scaramuzza 1°2°,P98.-Acute Ethanol Exposure Induces Anxiety Like-Behaviors In Infant Rats: Omega 3 As A Protective Factor,"Cognition, Behavior, and Memory",2017
482," Paula 
Abate 1°2°",P98.-Acute Ethanol Exposure Induces Anxiety Like-Behaviors In Infant Rats: Omega 3 As A Protective Factor,"Cognition, Behavior, and Memory",2017
483, Verónica Balaszczuk 1°2° ,P98.-Acute Ethanol Exposure Induces Anxiety Like-Behaviors In Infant Rats: Omega 3 As A Protective Factor,"Cognition, Behavior, and Memory",2017
484,"
María Jimena Santos",P99.-Fight outcome modulates an associative memory in the crab Neohelice granulata,"Cognition, Behavior, and Memory",2017
485, Santiago Abel Merlo,P99.-Fight outcome modulates an associative memory in the crab Neohelice granulata,"Cognition, Behavior, and Memory",2017
486, Laura Kaczer,P99.-Fight outcome modulates an associative memory in the crab Neohelice granulata,"Cognition, Behavior, and Memory",2017
487, María Eugenia Pedreira ,P99.-Fight outcome modulates an associative memory in the crab Neohelice granulata,"Cognition, Behavior, and Memory",2017
488,"
Araceli Seiffe 1°2°",P100.-Effects of handling during a critical period on an animal model of autism,"Cognition, Behavior, and Memory",2017
489, Cecilia Zappala 1°2°,P100.-Effects of handling during a critical period on an animal model of autism,"Cognition, Behavior, and Memory",2017
490, Amaicha Depino 1°2°,P100.-Effects of handling during a critical period on an animal model of autism,"Cognition, Behavior, and Memory",2017
491,"
Matías Serafini 1°2°3°",P101.-Waiting for reward: An animal model for studying binge like behavior,"Cognition, Behavior, and Memory",2017
492, Micaela Laurito 1°2°3°,P101.-Waiting for reward: An animal model for studying binge like behavior,"Cognition, Behavior, and Memory",2017
493, Constanza Ilarraz 1°2°3°,P101.-Waiting for reward: An animal model for studying binge like behavior,"Cognition, Behavior, and Memory",2017
494, Lucas Cuenya 1°2°3° ,P101.-Waiting for reward: An animal model for studying binge like behavior,"Cognition, Behavior, and Memory",2017
495,Eric Luca Sigwald,P102.-Layer IV-Va neurons of the granular retrosplenial cortex (A29) project and control the activity of layers II-IV neurons of dysgranular retrosplenial cortex (A30) during contextual fear memory processing,"Cognition, Behavior, and Memory",2017
