,autor,tema,poster
702, Carina Ledezma,Chronobiology ,"P134.-DAILY RHYTHMS OF Aβ-DEGRADING ENZYMES IN THE RAT 
HIPPOCAMPUS. EFFECT OF AN I.C.V. INJECTION OF AMYLOID BETA PEPTIDE (1-
42) AGGREGATES "
703, Ana Anzulovich,Chronobiology ,"P134.-DAILY RHYTHMS OF Aβ-DEGRADING ENZYMES IN THE RAT 
HIPPOCAMPUS. EFFECT OF AN I.C.V. INJECTION OF AMYLOID BETA PEPTIDE (1-
42) AGGREGATES "
704, Lorena Navigatore Fonzo ,Chronobiology ,"P134.-DAILY RHYTHMS OF Aβ-DEGRADING ENZYMES IN THE RAT 
HIPPOCAMPUS. EFFECT OF AN I.C.V. INJECTION OF AMYLOID BETA PEPTIDE (1-
42) AGGREGATES "
705," 
Cinthia Coria-Lucero",Chronobiology ,"P135.-COMBINATION TREATMENT WITH PPARγ AGONIST PIOGLITAZONE AND 
RETINOIC ACID MODIFIES DAILY PATTERNS OF APO E IN THE TEMPORAL 
CORTEX OF AN EXPERIMENTAL MODEL OF ALZHEIMER DISEASE "
706, Carina Ledezma,Chronobiology ,"P135.-COMBINATION TREATMENT WITH PPARγ AGONIST PIOGLITAZONE AND 
RETINOIC ACID MODIFIES DAILY PATTERNS OF APO E IN THE TEMPORAL 
CORTEX OF AN EXPERIMENTAL MODEL OF ALZHEIMER DISEASE "
707, Andrea Castro,Chronobiology ,"P135.-COMBINATION TREATMENT WITH PPARγ AGONIST PIOGLITAZONE AND 
RETINOIC ACID MODIFIES DAILY PATTERNS OF APO E IN THE TEMPORAL 
CORTEX OF AN EXPERIMENTAL MODEL OF ALZHEIMER DISEASE "
708, Silvia Delgado,Chronobiology ,"P135.-COMBINATION TREATMENT WITH PPARγ AGONIST PIOGLITAZONE AND 
RETINOIC ACID MODIFIES DAILY PATTERNS OF APO E IN THE TEMPORAL 
CORTEX OF AN EXPERIMENTAL MODEL OF ALZHEIMER DISEASE "
709, Ana Anzulovich,Chronobiology ,"P135.-COMBINATION TREATMENT WITH PPARγ AGONIST PIOGLITAZONE AND 
RETINOIC ACID MODIFIES DAILY PATTERNS OF APO E IN THE TEMPORAL 
CORTEX OF AN EXPERIMENTAL MODEL OF ALZHEIMER DISEASE "
710," Lorena 
Navigatore-Fonzo ",Chronobiology ,"P135.-COMBINATION TREATMENT WITH PPARγ AGONIST PIOGLITAZONE AND 
RETINOIC ACID MODIFIES DAILY PATTERNS OF APO E IN THE TEMPORAL 
CORTEX OF AN EXPERIMENTAL MODEL OF ALZHEIMER DISEASE "
711," 
Gabriel de la Cruz",Chronobiology ,"P136.-Exploring the contribution of Evening -cells to the circadian pacemaker 
of Drosophila "
712, José M Duhart,Chronobiology ,"P136.-Exploring the contribution of Evening -cells to the circadian pacemaker 
of Drosophila "
713, M Fernanda Ceriani ,Chronobiology ,"P136.-Exploring the contribution of Evening -cells to the circadian pacemaker 
of Drosophila "
714," 
Florencia Fernández-Chiappe",Chronobiology ,"P137.-A GABAA receptor in circadian and arousal neurons regulates sleep in 
Drosophila melanogaster "
715, Nara I. Muraro ,Chronobiology ,"P137.-A GABAA receptor in circadian and arousal neurons regulates sleep in 
Drosophila melanogaster "
716," 
Carina Ledezma",Chronobiology ,"P138.-EFFECTS OF PIOGLITAZONE-RETINOIC ACID ON DAILY RHYTHMS OF 
OXIDATIVE STRESS PARAMETERS IN AN EXPERIMENTAL MODEL OF ALZHEIMER 
DISEASE "
717, Cinthia Coria-Lucero,Chronobiology ,"P138.-EFFECTS OF PIOGLITAZONE-RETINOIC ACID ON DAILY RHYTHMS OF 
OXIDATIVE STRESS PARAMETERS IN AN EXPERIMENTAL MODEL OF ALZHEIMER 
DISEASE "
718, Andrea Castro,Chronobiology ,"P138.-EFFECTS OF PIOGLITAZONE-RETINOIC ACID ON DAILY RHYTHMS OF 
OXIDATIVE STRESS PARAMETERS IN AN EXPERIMENTAL MODEL OF ALZHEIMER 
DISEASE "
719, Silvia Delgado,Chronobiology ,"P138.-EFFECTS OF PIOGLITAZONE-RETINOIC ACID ON DAILY RHYTHMS OF 
OXIDATIVE STRESS PARAMETERS IN AN EXPERIMENTAL MODEL OF ALZHEIMER 
DISEASE "
720, Ana Anzulovich,Chronobiology ,"P138.-EFFECTS OF PIOGLITAZONE-RETINOIC ACID ON DAILY RHYTHMS OF 
OXIDATIVE STRESS PARAMETERS IN AN EXPERIMENTAL MODEL OF ALZHEIMER 
DISEASE "
721," Lorena Navigatore-
Fonzo ",Chronobiology ,"P138.-EFFECTS OF PIOGLITAZONE-RETINOIC ACID ON DAILY RHYTHMS OF 
OXIDATIVE STRESS PARAMETERS IN AN EXPERIMENTAL MODEL OF ALZHEIMER 
DISEASE "
722," 
Natalia M. Monjes1",Chronobiology ,"P139.-CIRCADIAN CONTROL OF LIPID AND REDOX METABOLISMS IN 
PROLIFERATIVE CANCER CELLS "
723,2,Chronobiology ,"P139.-CIRCADIAN CONTROL OF LIPID AND REDOX METABOLISMS IN 
PROLIFERATIVE CANCER CELLS "
724, Paula M. Wagner1,Chronobiology ,"P139.-CIRCADIAN CONTROL OF LIPID AND REDOX METABOLISMS IN 
PROLIFERATIVE CANCER CELLS "
725,2,Chronobiology ,"P139.-CIRCADIAN CONTROL OF LIPID AND REDOX METABOLISMS IN 
PROLIFERATIVE CANCER CELLS "
726, Lucas Sosa-Alderete1,Chronobiology ,"P139.-CIRCADIAN CONTROL OF LIPID AND REDOX METABOLISMS IN 
PROLIFERATIVE CANCER CELLS "
727,2,Chronobiology ,"P139.-CIRCADIAN CONTROL OF LIPID AND REDOX METABOLISMS IN 
PROLIFERATIVE CANCER CELLS "
728, Mario E. Guido1,Chronobiology ,"P139.-CIRCADIAN CONTROL OF LIPID AND REDOX METABOLISMS IN 
PROLIFERATIVE CANCER CELLS "
729,2 ,Chronobiology ,"P139.-CIRCADIAN CONTROL OF LIPID AND REDOX METABOLISMS IN 
PROLIFERATIVE CANCER CELLS "
730," 
Sofia Polcowñuk",Chronobiology ,"P140.-Synchronization of the circadian network:  a new role for the BMP 
signaling pathway "
731, María Fernanda Ceriani ,Chronobiology ,"P140.-Synchronization of the circadian network:  a new role for the BMP 
signaling pathway "
732, ,"P141.-Studying the selective vulnerability of Drosophila melanogaster clock 
neurons to huntingtin polyQ elongation ",Chronobiology 
733," 
Sabrina Riva",Chronobiology ,"P142.-A methodological advance in the study of the circadian behavior of 
oviposition in Drosophila melanogaster "
734, Sebastián Risau Gusman,Chronobiology ,"P142.-A methodological advance in the study of the circadian behavior of 
oviposition in Drosophila melanogaster "
735, Pablo Gleiser,Chronobiology ,"P142.-A methodological advance in the study of the circadian behavior of 
oviposition in Drosophila melanogaster "
736, D. Lorena Franco ,Chronobiology ,"P142.-A methodological advance in the study of the circadian behavior of 
oviposition in Drosophila melanogaster "
737," 
Laura Lucia Trebucq1",Chronobiology ,"P143.-Chronopharmacological study of the novel drug 1A for glioblastoma 
treatment "
738, Julian Maggio2,Chronobiology ,"P143.-Chronopharmacological study of the novel drug 1A for glioblastoma 
treatment "
739, Georgina Cardama2,Chronobiology ,"P143.-Chronopharmacological study of the novel drug 1A for glioblastoma 
treatment "
740, Pablo Lorenzano Menna2,Chronobiology ,"P143.-Chronopharmacological study of the novel drug 1A for glioblastoma 
treatment "
741, Diego Golombek1,Chronobiology ,"P143.-Chronopharmacological study of the novel drug 1A for glioblastoma 
treatment "
742," 
Juan Jose Chiesa1",Chronobiology ,"P143.-Chronopharmacological study of the novel drug 1A for glioblastoma 
treatment "
743, Luciano Marpegan3 ,Chronobiology ,"P143.-Chronopharmacological study of the novel drug 1A for glioblastoma 
treatment "
744," 
Paula Micaela Wagner",Chronobiology ,"P144.-Temporal control of tumor formation and growth in nocturnal 
mammals: impact of the circadian system "
745, César Gérman Prucca,Chronobiology ,"P144.-Temporal control of tumor formation and growth in nocturnal 
mammals: impact of the circadian system "
746, Fabiola Velazquez,Chronobiology ,"P144.-Temporal control of tumor formation and growth in nocturnal 
mammals: impact of the circadian system "
747, Lucas Sosa-Alderete,Chronobiology ,"P144.-Temporal control of tumor formation and growth in nocturnal 
mammals: impact of the circadian system "
748, Beatriz Caputto,Chronobiology ,"P144.-Temporal control of tumor formation and growth in nocturnal 
mammals: impact of the circadian system "
749," 
Mario Eduardo Guido ",Chronobiology ,"P144.-Temporal control of tumor formation and growth in nocturnal 
mammals: impact of the circadian system "
750," 
Paulo Alvarez Alvarez","Cognition, Behavior, and Memory ","P145.-Low nutritional state impairs novel object recognition memory in 
Drosophila "
751, Mario Rafael Pagani ,"Cognition, Behavior, and Memory ","P145.-Low nutritional state impairs novel object recognition memory in 
Drosophila "
752," 
Florencia Anunziata","Cognition, Behavior, and Memory ","P146.-Ethanol-related breathing disruptions in rat pups during the brain 
growth spurt period "
753, Ana Fabio lamacchione,"Cognition, Behavior, and Memory ","P146.-Ethanol-related breathing disruptions in rat pups during the brain 
growth spurt period "
754, Juan Carlos Molina ,"Cognition, Behavior, and Memory ","P146.-Ethanol-related breathing disruptions in rat pups during the brain 
growth spurt period "
755," 
Yair Barnatan"," 
P147.-Unidirectional optomotor responses in two distant families of estuarine 
crabs ","Cognition, Behavior, and Memory "
756, Daniel Tomsic," 
P147.-Unidirectional optomotor responses in two distant families of estuarine 
crabs ","Cognition, Behavior, and Memory "
757, Julieta Sztarker ," 
P147.-Unidirectional optomotor responses in two distant families of estuarine 
crabs ","Cognition, Behavior, and Memory "
758," 
Juan P. Beccaria","Cognition, Behavior, and Memory ","P148.-Differential activity of striatal cholinergic interneurons in context that 
propitiate decision making/ strategy selection "
759, Yanina V. Martos Schott,"Cognition, Behavior, and Memory ","P148.-Differential activity of striatal cholinergic interneurons in context that 
propitiate decision making/ strategy selection "
760, M. Gustavo Murer,"Cognition, Behavior, and Memory ","P148.-Differential activity of striatal cholinergic interneurons in context that 
propitiate decision making/ strategy selection "
761, Juan E. Belforte ,"Cognition, Behavior, and Memory ","P148.-Differential activity of striatal cholinergic interneurons in context that 
propitiate decision making/ strategy selection "
762," 
Andrea Otamendi","Cognition, Behavior, and Memory ","P149.-Stress-induced fear memory generalization: c-fos analysis in amygdala 
and hippocampus. "
763, Crhistian Luis Bender,"Cognition, Behavior, and Memory ","P149.-Stress-induced fear memory generalization: c-fos analysis in amygdala 
and hippocampus. "
764, Victor Alejandro Molina ,"Cognition, Behavior, and Memory ","P149.-Stress-induced fear memory generalization: c-fos analysis in amygdala 
and hippocampus. "
765," 
Mariana Bendersky1","Cognition, Behavior, and Memory ",P150.-Everyday metaphors- Functional Anatomy 
766, Juliana Sabbatte3,"Cognition, Behavior, and Memory ",P150.-Everyday metaphors- Functional Anatomy 
767, Mariano Marcó-Hraste2,"Cognition, Behavior, and Memory ",P150.-Everyday metaphors- Functional Anatomy 
768, Silvia Kochen2,"Cognition, Behavior, and Memory ",P150.-Everyday metaphors- Functional Anatomy 
769, Lucía Alba- Ferrara2 ,"Cognition, Behavior, and Memory ",P150.-Everyday metaphors- Functional Anatomy 
770," 
Mariana Vallejo Azar1","Cognition, Behavior, and Memory ","P151.-ASYMMETRY AND GRAY MATTER CONTENT OF FRONTOPARIETAL 
OPERCULUM IN ADULTS "
771, Arabella Bouzigues1,"Cognition, Behavior, and Memory ","P151.-ASYMMETRY AND GRAY MATTER CONTENT OF FRONTOPARIETAL 
OPERCULUM IN ADULTS "
772, Alexandra Guevara1,"Cognition, Behavior, and Memory ","P151.-ASYMMETRY AND GRAY MATTER CONTENT OF FRONTOPARIETAL 
OPERCULUM IN ADULTS "
773, Gonzalez Paula1,"Cognition, Behavior, and Memory ","P151.-ASYMMETRY AND GRAY MATTER CONTENT OF FRONTOPARIETAL 
OPERCULUM IN ADULTS "
774, Mariana Bendersky2 ,"Cognition, Behavior, and Memory ","P151.-ASYMMETRY AND GRAY MATTER CONTENT OF FRONTOPARIETAL 
OPERCULUM IN ADULTS "
775,," 
P152.-Withdrawn abstract","Cognition, Behavior, and Memory "
776," 
Eric Casey1","Cognition, Behavior, and Memory "," 
P153.-Dopamine D2 receptors of the central amygdala regulate unconditioned 
fear in mice "
777, Alexxai V. Kravitz2,"Cognition, Behavior, and Memory "," 
P153.-Dopamine D2 receptors of the central amygdala regulate unconditioned 
fear in mice "
778, Elena Avale1,"Cognition, Behavior, and Memory "," 
P153.-Dopamine D2 receptors of the central amygdala regulate unconditioned 
fear in mice "
779, Marcelo Rubinstein1,"Cognition, Behavior, and Memory "," 
P153.-Dopamine D2 receptors of the central amygdala regulate unconditioned 
fear in mice "
780,3 ,"Cognition, Behavior, and Memory "," 
P153.-Dopamine D2 receptors of the central amygdala regulate unconditioned 
fear in mice "
781," 
Leandro Champarini2","Cognition, Behavior, and Memory ","P154.-Effect of IGF-1 gene therapy on the formation of a contextual fear 
memory trace "
782, Macarena Lorena Herrera1,"Cognition, Behavior, and Memory ","P154.-Effect of IGF-1 gene therapy on the formation of a contextual fear 
memory trace "
783, Pablo Javier Espejo1,"Cognition, Behavior, and Memory ","P154.-Effect of IGF-1 gene therapy on the formation of a contextual fear 
memory trace "
784, Andrea Otamendi1,"Cognition, Behavior, and Memory ","P154.-Effect of IGF-1 gene therapy on the formation of a contextual fear 
memory trace "
785," Ramiro 
Gabriel Comas Muti1","Cognition, Behavior, and Memory ","P154.-Effect of IGF-1 gene therapy on the formation of a contextual fear 
memory trace "
786, Gastón Diego Calfa1,"Cognition, Behavior, and Memory ","P154.-Effect of IGF-1 gene therapy on the formation of a contextual fear 
memory trace "
787, Victor Alejandro Molina1,"Cognition, Behavior, and Memory ","P154.-Effect of IGF-1 gene therapy on the formation of a contextual fear 
memory trace "
788, Claudia Beatriz Hereñú1 ,"Cognition, Behavior, and Memory ","P154.-Effect of IGF-1 gene therapy on the formation of a contextual fear 
memory trace "
789," 
Victoria Clementi","Cognition, Behavior, and Memory ","P155.-The probiotic Bacillus subtilis ameliorates the progression of 
Alzheimer`s disease in the model organism Caenorhabditis elegans "
790, Juan Manuel Villalba,"Cognition, Behavior, and Memory ","P155.-The probiotic Bacillus subtilis ameliorates the progression of 
Alzheimer`s disease in the model organism Caenorhabditis elegans "
791, Sebastian Cogliati,"Cognition, Behavior, and Memory ","P155.-The probiotic Bacillus subtilis ameliorates the progression of 
Alzheimer`s disease in the model organism Caenorhabditis elegans "
792, Roberto Grau ,"Cognition, Behavior, and Memory ","P155.-The probiotic Bacillus subtilis ameliorates the progression of 
Alzheimer`s disease in the model organism Caenorhabditis elegans "
793," 
Camila Coll","Cognition, Behavior, and Memory ",P156.-Behavioral changes induced by striatal interneurons ablation 
794, Barbara Yael Braz,"Cognition, Behavior, and Memory ",P156.-Behavioral changes induced by striatal interneurons ablation 
795, Juan Pablo Beccaria,"Cognition, Behavior, and Memory ",P156.-Behavioral changes induced by striatal interneurons ablation 
796, Juan Emilio Belforte,"Cognition, Behavior, and Memory ",P156.-Behavioral changes induced by striatal interneurons ablation 
797, Mario Gustavo Murer ,"Cognition, Behavior, and Memory ",P156.-Behavioral changes induced by striatal interneurons ablation 
798," 
Ramiro Gabriel Comas Mutis","Cognition, Behavior, and Memory "," 
P157.-Temporal dynamic of the hippocampal structural plasticity associated to 
contextual fear memory: influence of the destabilization/reconsolidation 
process "
799, Pablo Javier Espejo,"Cognition, Behavior, and Memory "," 
P157.-Temporal dynamic of the hippocampal structural plasticity associated to 
contextual fear memory: influence of the destabilization/reconsolidation 
process "
800, Irene Delia Martijena,"Cognition, Behavior, and Memory "," 
P157.-Temporal dynamic of the hippocampal structural plasticity associated to 
contextual fear memory: influence of the destabilization/reconsolidation 
process "
801, Victor Alejandro Molina*,"Cognition, Behavior, and Memory "," 
P157.-Temporal dynamic of the hippocampal structural plasticity associated to 
contextual fear memory: influence of the destabilization/reconsolidation 
process "
802," 
Gaston Diego Calfa* ","Cognition, Behavior, and Memory "," 
P157.-Temporal dynamic of the hippocampal structural plasticity associated to 
contextual fear memory: influence of the destabilization/reconsolidation 
process "
803," 
Génesis D'aloisio1","Cognition, Behavior, and Memory ","P158.-Central Hypothermic Effects of Ethanol and Acetaldehyde in Newborn 
Rats Regulated through Associative Learning Processes "
804, Stefanía Castelló2,"Cognition, Behavior, and Memory ","P158.-Central Hypothermic Effects of Ethanol and Acetaldehyde in Newborn 
Rats Regulated through Associative Learning Processes "
805, María Belén Acevedo3,"Cognition, Behavior, and Memory ","P158.-Central Hypothermic Effects of Ethanol and Acetaldehyde in Newborn 
Rats Regulated through Associative Learning Processes "
806, Olga Beatriz Haymal1,"Cognition, Behavior, and Memory ","P158.-Central Hypothermic Effects of Ethanol and Acetaldehyde in Newborn 
Rats Regulated through Associative Learning Processes "
807, Juan Carlos Molina1 ,"Cognition, Behavior, and Memory ","P158.-Central Hypothermic Effects of Ethanol and Acetaldehyde in Newborn 
Rats Regulated through Associative Learning Processes "
808," 
M. Florencia Daneri1","Cognition, Behavior, and Memory "," 
P159.-Use of c-Fos for neuronal activity detection in amphibian medial pallium 
during an extra-maze cue spatial navigation task "
809,2,"Cognition, Behavior, and Memory "," 
P159.-Use of c-Fos for neuronal activity detection in amphibian medial pallium 
during an extra-maze cue spatial navigation task "
810, Ruben N. Muzio1,"Cognition, Behavior, and Memory "," 
P159.-Use of c-Fos for neuronal activity detection in amphibian medial pallium 
during an extra-maze cue spatial navigation task "
811,2 ,"Cognition, Behavior, and Memory "," 
P159.-Use of c-Fos for neuronal activity detection in amphibian medial pallium 
during an extra-maze cue spatial navigation task "
812," 
Martin M. Puddington1","Cognition, Behavior, and Memory ","P160.-Systemic administrations of Naloxone before reward downshift or 
reward omission "
813,2,"Cognition, Behavior, and Memory ","P160.-Systemic administrations of Naloxone before reward downshift or 
reward omission "
814, Rafi Kliger1,"Cognition, Behavior, and Memory ","P160.-Systemic administrations of Naloxone before reward downshift or 
reward omission "
815,2,"Cognition, Behavior, and Memory ","P160.-Systemic administrations of Naloxone before reward downshift or 
reward omission "
816, M. Florencia Daneri1,"Cognition, Behavior, and Memory ","P160.-Systemic administrations of Naloxone before reward downshift or 
reward omission "
817,2,"Cognition, Behavior, and Memory ","P160.-Systemic administrations of Naloxone before reward downshift or 
reward omission "
818, Ruben N. Muzio1,"Cognition, Behavior, and Memory ","P160.-Systemic administrations of Naloxone before reward downshift or 
reward omission "
819,2 ,"Cognition, Behavior, and Memory ","P160.-Systemic administrations of Naloxone before reward downshift or 
reward omission "
820,," 
P161.-Withdrawn abstract","Cognition, Behavior, and Memory "
821," 
Laura Alethia de la Fuente1","Cognition, Behavior, and Memory ",P162.-Interoceptive associations in addiction to smoked cocaine 
822, Lucas Sedeño1,"Cognition, Behavior, and Memory ",P162.-Interoceptive associations in addiction to smoked cocaine 
823, Sofia Schurmann3,"Cognition, Behavior, and Memory ",P162.-Interoceptive associations in addiction to smoked cocaine 
824, Camila Ellmann3,"Cognition, Behavior, and Memory ",P162.-Interoceptive associations in addiction to smoked cocaine 
825, Silvina Sonsogni2,"Cognition, Behavior, and Memory ",P162.-Interoceptive associations in addiction to smoked cocaine 
826," Laura 
Bellucio2","Cognition, Behavior, and Memory ",P162.-Interoceptive associations in addiction to smoked cocaine 
827, Eduardo Canepa2,"Cognition, Behavior, and Memory ",P162.-Interoceptive associations in addiction to smoked cocaine 
828, Enzo Tagliazucchi4,"Cognition, Behavior, and Memory ",P162.-Interoceptive associations in addiction to smoked cocaine 
829, Teresa Torralva3,"Cognition, Behavior, and Memory ",P162.-Interoceptive associations in addiction to smoked cocaine 
830, Agustin Ibañez1 ,"Cognition, Behavior, and Memory ",P162.-Interoceptive associations in addiction to smoked cocaine 
831," 
Verónica de la Fuente1","Cognition, Behavior, and Memory ",P163.-Role of the lateral habenula in a rewarded contextual dependent task 
832, Franco Chiesa Docampo2,"Cognition, Behavior, and Memory ",P163.-Role of the lateral habenula in a rewarded contextual dependent task 
833, Sebastián Martínez2,"Cognition, Behavior, and Memory ",P163.-Role of the lateral habenula in a rewarded contextual dependent task 
834, Ricardo Sánchez-Peña2,"Cognition, Behavior, and Memory ",P163.-Role of the lateral habenula in a rewarded contextual dependent task 
835,4,"Cognition, Behavior, and Memory ",P163.-Role of the lateral habenula in a rewarded contextual dependent task 
836," 
Mariano Belluscio3","Cognition, Behavior, and Memory ",P163.-Role of the lateral habenula in a rewarded contextual dependent task 
837, Joaquín Piriz3 ,"Cognition, Behavior, and Memory ",P163.-Role of the lateral habenula in a rewarded contextual dependent task 
838," 
Ana Belén de Landeta","Cognition, Behavior, and Memory ","P164.-Retrosplenial cortex integrity is required during acquisition for its 
participation in an object-recognition memory "
839, Magdalena Pereyra,"Cognition, Behavior, and Memory ","P164.-Retrosplenial cortex integrity is required during acquisition for its 
participation in an object-recognition memory "
840, Jorge H Medina,"Cognition, Behavior, and Memory ","P164.-Retrosplenial cortex integrity is required during acquisition for its 
participation in an object-recognition memory "
841, Cynthia Katche ,"Cognition, Behavior, and Memory ","P164.-Retrosplenial cortex integrity is required during acquisition for its 
participation in an object-recognition memory "
842, ,"Cognition, Behavior, and Memory ","P165.-Dissociating reconsolidation and extinction of contextual aversive 
memory in female rats using midazolam treatment and reinstatement 
paradigm: influence of reactivation time span "
843," 
Constanza Morán","Cognition, Behavior, and Memory ","P166.-Injection with Kainic Acid in mice decrease the performance in Novel 
Object Recognition and Patter Separation task "
844, Nelson Espinosa,"Cognition, Behavior, and Memory ","P166.-Injection with Kainic Acid in mice decrease the performance in Novel 
Object Recognition and Patter Separation task "
845, Pablo Fuenteabla ,"Cognition, Behavior, and Memory ","P166.-Injection with Kainic Acid in mice decrease the performance in Novel 
Object Recognition and Patter Separation task "
846," 
Francisco Gallo1","Cognition, Behavior, and Memory ","P167.-Dopamine modulation of mPFC activity in the control of retrieval 
induced forgetting "
847, Facundo Morici1,"Cognition, Behavior, and Memory ","P167.-Dopamine modulation of mPFC activity in the control of retrieval 
induced forgetting "
848, Zanoni Belén1,"Cognition, Behavior, and Memory ","P167.-Dopamine modulation of mPFC activity in the control of retrieval 
induced forgetting "
849, Miranda Magdalena1,"Cognition, Behavior, and Memory ","P167.-Dopamine modulation of mPFC activity in the control of retrieval 
induced forgetting "
850, Weisstaub Noelia1,"Cognition, Behavior, and Memory ","P167.-Dopamine modulation of mPFC activity in the control of retrieval 
induced forgetting "
851," Bekinschtein 
Pedro1 ","Cognition, Behavior, and Memory ","P167.-Dopamine modulation of mPFC activity in the control of retrieval 
induced forgetting "
852,," 
P168.- Withdrawn abstract","Cognition, Behavior, and Memory "
853," 
Maria Alexandra Garcia Perez","Cognition, Behavior, and Memory ","P169.-Long-term spatial memory consolidation during sleep along 
developmental neuronal circuits maturation "
854, Gonzalo Valdivia,"Cognition, Behavior, and Memory ","P169.-Long-term spatial memory consolidation during sleep along 
developmental neuronal circuits maturation "
855, Nelson Espinosa,"Cognition, Behavior, and Memory ","P169.-Long-term spatial memory consolidation during sleep along 
developmental neuronal circuits maturation "
856, Vicente Tiznado,"Cognition, Behavior, and Memory ","P169.-Long-term spatial memory consolidation during sleep along 
developmental neuronal circuits maturation "
857, Pablo Fuentealba ,"Cognition, Behavior, and Memory ","P169.-Long-term spatial memory consolidation during sleep along 
developmental neuronal circuits maturation "
858," 
Javier Gonzalez Sanabria","Cognition, Behavior, and Memory ","P170.-Analysis of hippocampal-prefrontal cortex interaction during spatial 
exploratory behavior "
859, Juan Emilio Belforte,"Cognition, Behavior, and Memory ","P170.-Analysis of hippocampal-prefrontal cortex interaction during spatial 
exploratory behavior "
860, Camila Zold ,"Cognition, Behavior, and Memory ","P170.-Analysis of hippocampal-prefrontal cortex interaction during spatial 
exploratory behavior "
861," 
E. Axel Gorostiza1","Cognition, Behavior, and Memory ","P171.-Hide if you can’t fly? Behavioral plasticity and action selection in 
Drosophila "
862, Björn Brembs2 ,"Cognition, Behavior, and Memory ","P171.-Hide if you can’t fly? Behavioral plasticity and action selection in 
Drosophila "
863," 
Macarena Lorena Herrera1","Cognition, Behavior, and Memory "," 
P172.-Sexual dimorphism in aging mice: effect of IGF-1 gene therapy on motor 
and cognitive performance "
864, Franco Juan-Cruz Dolcetti2,"Cognition, Behavior, and Memory "," 
P172.-Sexual dimorphism in aging mice: effect of IGF-1 gene therapy on motor 
and cognitive performance "
865, Eugenia Falomir-Lockhart2,"Cognition, Behavior, and Memory "," 
P172.-Sexual dimorphism in aging mice: effect of IGF-1 gene therapy on motor 
and cognitive performance "
866," Osvaldo Martín 
Basmadjian1","Cognition, Behavior, and Memory "," 
P172.-Sexual dimorphism in aging mice: effect of IGF-1 gene therapy on motor 
and cognitive performance "
867, Claudia Beatriz Hereñú1,"Cognition, Behavior, and Memory "," 
P172.-Sexual dimorphism in aging mice: effect of IGF-1 gene therapy on motor 
and cognitive performance "
868, María José Bellini2 ,"Cognition, Behavior, and Memory "," 
P172.-Sexual dimorphism in aging mice: effect of IGF-1 gene therapy on motor 
and cognitive performance "
869," 
Guadalupe Herrera1","Cognition, Behavior, and Memory ",P173.-Effect of short and long term high-fat diet on contextual fear memory 
870, Mercedes Lasaga2,"Cognition, Behavior, and Memory ",P173.-Effect of short and long term high-fat diet on contextual fear memory 
871, Teresa Scimonelli1 ,"Cognition, Behavior, and Memory ",P173.-Effect of short and long term high-fat diet on contextual fear memory 
872," 
Macarena Lorena Herrera1","Cognition, Behavior, and Memory "," 
P174.- Dopaminergic Neurodegeneration and Neuroinflammation: Modulation 
by IGF-I gene therapy "
873, Andrea Otamendi1,"Cognition, Behavior, and Memory "," 
P174.- Dopaminergic Neurodegeneration and Neuroinflammation: Modulation 
by IGF-I gene therapy "
874, Osvaldo Martín Basmadjian1,"Cognition, Behavior, and Memory "," 
P174.- Dopaminergic Neurodegeneration and Neuroinflammation: Modulation 
by IGF-I gene therapy "
875," Leandro Gabriel 
Champarini1","Cognition, Behavior, and Memory "," 
P174.- Dopaminergic Neurodegeneration and Neuroinflammation: Modulation 
by IGF-I gene therapy "
876, Eugenia Falomir-Lockhart2,"Cognition, Behavior, and Memory "," 
P174.- Dopaminergic Neurodegeneration and Neuroinflammation: Modulation 
by IGF-I gene therapy "
877, Franco Juan-Cruz Dolcetti2,"Cognition, Behavior, and Memory "," 
P174.- Dopaminergic Neurodegeneration and Neuroinflammation: Modulation 
by IGF-I gene therapy "
878, VIctor Alejandro Molina1,"Cognition, Behavior, and Memory "," 
P174.- Dopaminergic Neurodegeneration and Neuroinflammation: Modulation 
by IGF-I gene therapy "
879," María 
José Bellini2","Cognition, Behavior, and Memory "," 
P174.- Dopaminergic Neurodegeneration and Neuroinflammation: Modulation 
by IGF-I gene therapy "
880, Claudia Beatriz Hereñú1 ,"Cognition, Behavior, and Memory "," 
P174.- Dopaminergic Neurodegeneration and Neuroinflammation: Modulation 
by IGF-I gene therapy "
881," 
Marina R. Ihidoype1","Cognition, Behavior, and Memory ",P175.-Lateral Habenula and formation of fear conditioning memory 
882, Tomás E. Sachella1,"Cognition, Behavior, and Memory ",P175.-Lateral Habenula and formation of fear conditioning memory 
883, Jorge H. Medina2,"Cognition, Behavior, and Memory ",P175.-Lateral Habenula and formation of fear conditioning memory 
884, Joaquin Piriz1 ,"Cognition, Behavior, and Memory ",P175.-Lateral Habenula and formation of fear conditioning memory 
885," 
Constanza Ilarraz","Cognition, Behavior, and Memory ",P176.-Mood disorders in animal models of neuropathic pain 
886, María Jesús Trujillo,"Cognition, Behavior, and Memory ",P176.-Mood disorders in animal models of neuropathic pain 
887, Fernando Kasanetz ,"Cognition, Behavior, and Memory ",P176.-Mood disorders in animal models of neuropathic pain 
888," 
Camila Isabel Jorge1","Cognition, Behavior, and Memory ",P177.-Does a short nap reinforce reactivated memories in humans? 
889, Malen Daiana Moyano1,"Cognition, Behavior, and Memory ",P177.-Does a short nap reinforce reactivated memories in humans? 
