,autor,tema,poster
654," 
Ramiro Gabriel Comas Mutis1","Cognition, Behavior, and Memory ","P123.-Molecular mechanisms underlying promotor effect of 
IGF-1 on the formation of a fear memory trace "
655, Gastón Diego Calfa1,"Cognition, Behavior, and Memory ","P123.-Molecular mechanisms underlying promotor effect of 
IGF-1 on the formation of a fear memory trace "
656, Victor Alejandro Molina1,"Cognition, Behavior, and Memory ","P123.-Molecular mechanisms underlying promotor effect of 
IGF-1 on the formation of a fear memory trace "
657," 
Claudia Beatriz Hereñú1 ","Cognition, Behavior, and Memory ","P123.-Molecular mechanisms underlying promotor effect of 
IGF-1 on the formation of a fear memory trace "
658,Guido Cicuttin1,"Cognition, Behavior, and Memory ","P124.-Pi3k pathway of the 5-HT2A receptor participates in the 
resolution of memory interference during recovery of object 
recognition memory in rats. "
659, Juan Facundo Morici1,"Cognition, Behavior, and Memory ","P124.-Pi3k pathway of the 5-HT2A receptor participates in the 
resolution of memory interference during recovery of object 
recognition memory in rats. "
660, Pedro Bekischtein1,"Cognition, Behavior, and Memory ","P124.-Pi3k pathway of the 5-HT2A receptor participates in the 
resolution of memory interference during recovery of object 
recognition memory in rats. "
661, Noelia Weisstaub1 ,"Cognition, Behavior, and Memory ","P124.-Pi3k pathway of the 5-HT2A receptor participates in the 
resolution of memory interference during recovery of object 
recognition memory in rats. "
662,Ramiro Gabriel Comas Mutis1,"Cognition, Behavior, and Memory "," 
P125.-Hippocamppal structural plasticity associated to the fear 
memory destabilization/reconsolidation process "
663, Irene Delia Martijena2,"Cognition, Behavior, and Memory "," 
P125.-Hippocamppal structural plasticity associated to the fear 
memory destabilization/reconsolidation process "
664, Victor Alejandro Molina2,"Cognition, Behavior, and Memory "," 
P125.-Hippocamppal structural plasticity associated to the fear 
memory destabilization/reconsolidation process "
665," 
Gastón Diego Calfa2 ","Cognition, Behavior, and Memory "," 
P125.-Hippocamppal structural plasticity associated to the fear 
memory destabilization/reconsolidation process "
666,Julieta Correa1,"Cognition, Behavior, and Memory ","P126.-A BEHAVIORAL-TAGGING PERSPECTIVE OF SPACED 
LEARNING: PERSISTENCE OF CONSOLIDATED MEMORIES 
CAN BE MODIFIED IN RESPONSE TO RETRAINING "
667, Ramiro Tintorelli1,"Cognition, Behavior, and Memory ","P126.-A BEHAVIORAL-TAGGING PERSPECTIVE OF SPACED 
LEARNING: PERSISTENCE OF CONSOLIDATED MEMORIES 
CAN BE MODIFIED IN RESPONSE TO RETRAINING "
668, Pablo Budriesi1,"Cognition, Behavior, and Memory ","P126.-A BEHAVIORAL-TAGGING PERSPECTIVE OF SPACED 
LEARNING: PERSISTENCE OF CONSOLIDATED MEMORIES 
CAN BE MODIFIED IN RESPONSE TO RETRAINING "
669, Haydée Viola1 ,"Cognition, Behavior, and Memory ","P126.-A BEHAVIORAL-TAGGING PERSPECTIVE OF SPACED 
LEARNING: PERSISTENCE OF CONSOLIDATED MEMORIES 
CAN BE MODIFIED IN RESPONSE TO RETRAINING "
670,Lucio Cravero1,"Cognition, Behavior, and Memory ","P127.-Sex chromosome complement influences 
communicative behavior in the valproic acid animal model of 
autism spectrum disorder "
671, María Julia Cambiasso1 ,"Cognition, Behavior, and Memory ","P127.-Sex chromosome complement influences 
communicative behavior in the valproic acid animal model of 
autism spectrum disorder "
672,Verónica de la Fuente1,"Cognition, Behavior, and Memory ","P128.-Modulation of lateral habenula neuronal activity using 
optogenetics and an arduino/Bonsai based system to study its 
role in spatial processing "
673,3,"Cognition, Behavior, and Memory ","P128.-Modulation of lateral habenula neuronal activity using 
optogenetics and an arduino/Bonsai based system to study its 
role in spatial processing "
674, Franco Chiesa Docampo2,"Cognition, Behavior, and Memory ","P128.-Modulation of lateral habenula neuronal activity using 
optogenetics and an arduino/Bonsai based system to study its 
role in spatial processing "
675, Azul Silva1,"Cognition, Behavior, and Memory ","P128.-Modulation of lateral habenula neuronal activity using 
optogenetics and an arduino/Bonsai based system to study its 
role in spatial processing "
676," Sebastián 
Martínez2","Cognition, Behavior, and Memory ","P128.-Modulation of lateral habenula neuronal activity using 
optogenetics and an arduino/Bonsai based system to study its 
role in spatial processing "
677, Ricardo Sánchez-Peña2#,"Cognition, Behavior, and Memory ","P128.-Modulation of lateral habenula neuronal activity using 
optogenetics and an arduino/Bonsai based system to study its 
role in spatial processing "
678, Mariano Belluscio1,"Cognition, Behavior, and Memory ","P128.-Modulation of lateral habenula neuronal activity using 
optogenetics and an arduino/Bonsai based system to study its 
role in spatial processing "
679, Joaquín Piriz1 ,"Cognition, Behavior, and Memory ","P128.-Modulation of lateral habenula neuronal activity using 
optogenetics and an arduino/Bonsai based system to study its 
role in spatial processing "
680,Veronika Diaz Abrahan1,"Cognition, Behavior, and Memory ","P129.-Focal musical interventions to improve memory 
consolidation "
681,2,"Cognition, Behavior, and Memory ","P129.-Focal musical interventions to improve memory 
consolidation "
682,3,"Cognition, Behavior, and Memory ","P129.-Focal musical interventions to improve memory 
consolidation "
683,4,"Cognition, Behavior, and Memory ","P129.-Focal musical interventions to improve memory 
consolidation "
684, Nadia Justel1,"Cognition, Behavior, and Memory ","P129.-Focal musical interventions to improve memory 
consolidation "
685,2,"Cognition, Behavior, and Memory ","P129.-Focal musical interventions to improve memory 
consolidation "
686,3,"Cognition, Behavior, and Memory ","P129.-Focal musical interventions to improve memory 
consolidation "
687,4 ,"Cognition, Behavior, and Memory ","P129.-Focal musical interventions to improve memory 
consolidation "
688,Ezequiel Batista Do Nascimento1,"Cognition, Behavior, and Memory ","P130.-Memory impairment induced by different types of 
prolonged stress is dependent on the phase of the estrous 
cycle in female rats "
689, Aline Lima Dierschnabel2,"Cognition, Behavior, and Memory ","P130.-Memory impairment induced by different types of 
prolonged stress is dependent on the phase of the estrous 
cycle in female rats "
690," André Macedo de 
Medeiros3","Cognition, Behavior, and Memory ","P130.-Memory impairment induced by different types of 
prolonged stress is dependent on the phase of the estrous 
cycle in female rats "
691, Deborah Suchecki4,"Cognition, Behavior, and Memory ","P130.-Memory impairment induced by different types of 
prolonged stress is dependent on the phase of the estrous 
cycle in female rats "
692, Regina Helena Silva4,"Cognition, Behavior, and Memory ","P130.-Memory impairment induced by different types of 
prolonged stress is dependent on the phase of the estrous 
cycle in female rats "
693, Alessandra Mussi Ribeiro4 ,"Cognition, Behavior, and Memory ","P130.-Memory impairment induced by different types of 
prolonged stress is dependent on the phase of the estrous 
cycle in female rats "
694,Carolina D’Odorico1,"Cognition, Behavior, and Memory ","P131.-The classic mutant dunce1 is amnesic for olfactory 
conditioning and hypermnesic for context recognition "
695, Iván Assof1,"Cognition, Behavior, and Memory ","P131.-The classic mutant dunce1 is amnesic for olfactory 
conditioning and hypermnesic for context recognition "
696, Mario Rafael Pagani1 ,"Cognition, Behavior, and Memory ","P131.-The classic mutant dunce1 is amnesic for olfactory 
conditioning and hypermnesic for context recognition "
697,Nicolás Rodriguez Altieri1,"Cognition, Behavior, and Memory ","P132.-Spatial auditory representations by blind and sighted 
humans in the peripersonal space "
698, Esteban Lombera1,"Cognition, Behavior, and Memory ","P132.-Spatial auditory representations by blind and sighted 
humans in the peripersonal space "
699, Pablo E. Etchemendy1,"Cognition, Behavior, and Memory ","P132.-Spatial auditory representations by blind and sighted 
humans in the peripersonal space "
700," Ignacio 
Spiousas2","Cognition, Behavior, and Memory ","P132.-Spatial auditory representations by blind and sighted 
humans in the peripersonal space "
701, Ramiro O. Vergara1 ,"Cognition, Behavior, and Memory ","P132.-Spatial auditory representations by blind and sighted 
humans in the peripersonal space "
702,María Carolina Fabio1,"Cognition, Behavior, and Memory ","P133.-Role of Serotonergic Alterations during embriogenesis 
in the development of problematic behavior "
703, Ricardo M. Pautassi1 ,"Cognition, Behavior, and Memory ","P133.-Role of Serotonergic Alterations during embriogenesis 
in the development of problematic behavior "
704,Pablo Maximiliano Fernández1,"Cognition, Behavior, and Memory ","P134.-Stress affects predictive learning in a contextual fear 
memory "
705, Joaquín Matías Alfei Palloni3,"Cognition, Behavior, and Memory ","P134.-Stress affects predictive learning in a contextual fear 
memory "
706," Adrián Marcelo 
Bueno1","Cognition, Behavior, and Memory ","P134.-Stress affects predictive learning in a contextual fear 
memory "
707, Roque Ignacio Ferrer Monti1,"Cognition, Behavior, and Memory ","P134.-Stress affects predictive learning in a contextual fear 
memory "
708, Víctor Alejandro Molina2,"Cognition, Behavior, and Memory ","P134.-Stress affects predictive learning in a contextual fear 
memory "
709," Irene Delia 
Martijena2 ","Cognition, Behavior, and Memory ","P134.-Stress affects predictive learning in a contextual fear 
memory "
710,Estefanía A. Fesser1,"Cognition, Behavior, and Memory ","P135.-Altered gene expression in medial prefrontal cortex 
correlates with social cognition deficits derived from perinatal 
malnutrition in a mouse model "
711, Octavio Gianatiempo1,"Cognition, Behavior, and Memory ","P135.-Altered gene expression in medial prefrontal cortex 
correlates with social cognition deficits derived from perinatal 
malnutrition in a mouse model "
712," María Fernanda Trejo Martinez2 
Bruno G. Berardino1","Cognition, Behavior, and Memory ","P135.-Altered gene expression in medial prefrontal cortex 
correlates with social cognition deficits derived from perinatal 
malnutrition in a mouse model "
713, Eduardo T. Cánepa1 ,"Cognition, Behavior, and Memory ","P135.-Altered gene expression in medial prefrontal cortex 
correlates with social cognition deficits derived from perinatal 
malnutrition in a mouse model "
714,Carolina S. Fracchia1,"Cognition, Behavior, and Memory ","P136.-DECONSTRUCTING THE SPATIAL PROBLEM-SOLVING 
OF TOWER OF LONDON: ANALYSIS OF TASK DIFFICULTY 
THROUGH THE PERFORMANCE OF PRESCHOOL CHILDREN "
715, Ma. Soledad Segretin1,"Cognition, Behavior, and Memory ","P136.-DECONSTRUCTING THE SPATIAL PROBLEM-SOLVING 
OF TOWER OF LONDON: ANALYSIS OF TASK DIFFICULTY 
THROUGH THE PERFORMANCE OF PRESCHOOL CHILDREN "
716, Sebastián J. Lipina1 ,"Cognition, Behavior, and Memory ","P136.-DECONSTRUCTING THE SPATIAL PROBLEM-SOLVING 
OF TOWER OF LONDON: ANALYSIS OF TASK DIFFICULTY 
THROUGH THE PERFORMANCE OF PRESCHOOL CHILDREN "
717,Martin Klappenbach1,"Cognition, Behavior, and Memory ","P137.-Long term memory of a spatial learning task in the crab 
Neohelice granulata "
718, Candela Medina1,"Cognition, Behavior, and Memory ","P137.-Long term memory of a spatial learning task in the crab 
Neohelice granulata "
719, Ramiro Freudenthal1 ,"Cognition, Behavior, and Memory ","P137.-Long term memory of a spatial learning task in the crab 
Neohelice granulata "
720,Camila Fullio1,"Cognition, Behavior, and Memory ","P138.-Memory updating during reconsolidation relays on a 
behavioral tagging process "
721, Matías Schroeder1,"Cognition, Behavior, and Memory ","P138.-Memory updating during reconsolidation relays on a 
behavioral tagging process "
722, Martín Grinspun1,"Cognition, Behavior, and Memory ","P138.-Memory updating during reconsolidation relays on a 
behavioral tagging process "
723, Diego Moncada1 ,"Cognition, Behavior, and Memory ","P138.-Memory updating during reconsolidation relays on a 
behavioral tagging process "
724,M.Alexandra García-Pérez1,"Cognition, Behavior, and Memory "," 
P139.- Hippocampal Sharp-Wave Ripples and episodic memory 
onset along development "
725,2,"Cognition, Behavior, and Memory "," 
P139.- Hippocampal Sharp-Wave Ripples and episodic memory 
onset along development "
726, Martín Irani1,"Cognition, Behavior, and Memory "," 
P139.- Hippocampal Sharp-Wave Ripples and episodic memory 
onset along development "
727, Vicente Tiznado1,"Cognition, Behavior, and Memory "," 
P139.- Hippocampal Sharp-Wave Ripples and episodic memory 
onset along development "
728, José Luis Valdés2,"Cognition, Behavior, and Memory "," 
P139.- Hippocampal Sharp-Wave Ripples and episodic memory 
onset along development "
729," 
Pablo Fuentealba1 ","Cognition, Behavior, and Memory "," 
P139.- Hippocampal Sharp-Wave Ripples and episodic memory 
onset along development "
730,Javier Gonzalez Sanabria1,"Cognition, Behavior, and Memory ","P140.-Medial prefrontal cortex (mPFC) encoding of contextual 
information in a mice model of schizophrenia "
731, Juan Emilio Belforte1,"Cognition, Behavior, and Memory ","P140.-Medial prefrontal cortex (mPFC) encoding of contextual 
information in a mice model of schizophrenia "
732, Camila Zold1 ,"Cognition, Behavior, and Memory ","P140.-Medial prefrontal cortex (mPFC) encoding of contextual 
information in a mice model of schizophrenia "
733,Guadalupe Herrera1,"Cognition, Behavior, and Memory ","P141.-High-fat diet consumption for a short period sensitizes 
SNC to mild immune challenge and impaired contextual fear 
memory "
734, Mercedes Lasaga2,"Cognition, Behavior, and Memory ","P141.-High-fat diet consumption for a short period sensitizes 
SNC to mild immune challenge and impaired contextual fear 
memory "
735, Teresa Scimonelli1 ,"Cognition, Behavior, and Memory ","P141.-High-fat diet consumption for a short period sensitizes 
SNC to mild immune challenge and impaired contextual fear 
memory "
736,Nerea Herrero1,"Cognition, Behavior, and Memory ","P142.-IS SLEEP INVOLVED IN THE CONSOLIDATION AND 
INTEGRATION OF NEW WORDS? A REFRACTORY TEMPORAL 
LOBE EPILEPSY STUDY "
737, Candela Leon1,"Cognition, Behavior, and Memory ","P142.-IS SLEEP INVOLVED IN THE CONSOLIDATION AND 
INTEGRATION OF NEW WORDS? A REFRACTORY TEMPORAL 
LOBE EPILEPSY STUDY "
738, Malen Moyano1,"Cognition, Behavior, and Memory ","P142.-IS SLEEP INVOLVED IN THE CONSOLIDATION AND 
INTEGRATION OF NEW WORDS? A REFRACTORY TEMPORAL 
LOBE EPILEPSY STUDY "
739, Silvia Kochen1,"Cognition, Behavior, and Memory ","P142.-IS SLEEP INVOLVED IN THE CONSOLIDATION AND 
INTEGRATION OF NEW WORDS? A REFRACTORY TEMPORAL 
LOBE EPILEPSY STUDY "
740," Brenda 
Giagante1","Cognition, Behavior, and Memory ","P142.-IS SLEEP INVOLVED IN THE CONSOLIDATION AND 
INTEGRATION OF NEW WORDS? A REFRACTORY TEMPORAL 
LOBE EPILEPSY STUDY "
741, Silvia Oddo1,"Cognition, Behavior, and Memory ","P142.-IS SLEEP INVOLVED IN THE CONSOLIDATION AND 
INTEGRATION OF NEW WORDS? A REFRACTORY TEMPORAL 
LOBE EPILEPSY STUDY "
742, Patricia Solis1,"Cognition, Behavior, and Memory ","P142.-IS SLEEP INVOLVED IN THE CONSOLIDATION AND 
INTEGRATION OF NEW WORDS? A REFRACTORY TEMPORAL 
LOBE EPILEPSY STUDY "
743, Laura Kaczer3,"Cognition, Behavior, and Memory ","P142.-IS SLEEP INVOLVED IN THE CONSOLIDATION AND 
INTEGRATION OF NEW WORDS? A REFRACTORY TEMPORAL 
LOBE EPILEPSY STUDY "
744, Cecilia Forcato1 ,"Cognition, Behavior, and Memory ","P142.-IS SLEEP INVOLVED IN THE CONSOLIDATION AND 
INTEGRATION OF NEW WORDS? A REFRACTORY TEMPORAL 
LOBE EPILEPSY STUDY "
745,Gustavo Ezequiel Juantorena1,"Cognition, Behavior, and Memory ","P143.-Validation of Neurolinguistic protocols on a portable 
low-cost EEG equipment "
746, Marcos Luis Pietto2,"Cognition, Behavior, and Memory ","P143.-Validation of Neurolinguistic protocols on a portable 
low-cost EEG equipment "
747, Angel Javier Tabullo3,"Cognition, Behavior, and Memory ","P143.-Validation of Neurolinguistic protocols on a portable 
low-cost EEG equipment "
748," Bruno 
Bianchi1","Cognition, Behavior, and Memory ","P143.-Validation of Neurolinguistic protocols on a portable 
low-cost EEG equipment "
749, Juan Esteban Kamienkowski1 ,"Cognition, Behavior, and Memory ","P143.-Validation of Neurolinguistic protocols on a portable 
low-cost EEG equipment "
750,Martín Klappenbach1,"Cognition, Behavior, and Memory ","P144.-Two different memory traces are formed when honey 
bees associate odors with appetitive and aversive stimuli "
751, Fernando Locatelli1 ,"Cognition, Behavior, and Memory ","P144.-Two different memory traces are formed when honey 
bees associate odors with appetitive and aversive stimuli "
752,Julieta Laurino1,"Cognition, Behavior, and Memory ","P145.-Updating the meaning of a word: memory reactivation 
boosts integration into an existing memory trace "
753, Cecilia Forcato2,"Cognition, Behavior, and Memory ","P145.-Updating the meaning of a word: memory reactivation 
boosts integration into an existing memory trace "
754, Maria Eugenia Pedreira1,"Cognition, Behavior, and Memory ","P145.-Updating the meaning of a word: memory reactivation 
boosts integration into an existing memory trace "
755, Laura Kaczer1 ,"Cognition, Behavior, and Memory ","P145.-Updating the meaning of a word: memory reactivation 
boosts integration into an existing memory trace "
756,Candela León1,"Cognition, Behavior, and Memory ","P146.-THE ROLE OF SLEEP IN WORD LEARNING IN A CASE 
REPORT OF REFRACTORY EPILEPSY "
757, Nerea Herrero1,"Cognition, Behavior, and Memory ","P146.-THE ROLE OF SLEEP IN WORD LEARNING IN A CASE 
REPORT OF REFRACTORY EPILEPSY "
758, Malen Moyano1,"Cognition, Behavior, and Memory ","P146.-THE ROLE OF SLEEP IN WORD LEARNING IN A CASE 
REPORT OF REFRACTORY EPILEPSY "
759, María Samman1,"Cognition, Behavior, and Memory ","P146.-THE ROLE OF SLEEP IN WORD LEARNING IN A CASE 
REPORT OF REFRACTORY EPILEPSY "
760, Silvia Kochen1,"Cognition, Behavior, and Memory ","P146.-THE ROLE OF SLEEP IN WORD LEARNING IN A CASE 
REPORT OF REFRACTORY EPILEPSY "
761," 
Brenda Giagante1","Cognition, Behavior, and Memory ","P146.-THE ROLE OF SLEEP IN WORD LEARNING IN A CASE 
REPORT OF REFRACTORY EPILEPSY "
762, Silvia Oddo1,"Cognition, Behavior, and Memory ","P146.-THE ROLE OF SLEEP IN WORD LEARNING IN A CASE 
REPORT OF REFRACTORY EPILEPSY "
763, Patricia Solís1,"Cognition, Behavior, and Memory ","P146.-THE ROLE OF SLEEP IN WORD LEARNING IN A CASE 
REPORT OF REFRACTORY EPILEPSY "
764, Laura Kaczer3,"Cognition, Behavior, and Memory ","P146.-THE ROLE OF SLEEP IN WORD LEARNING IN A CASE 
REPORT OF REFRACTORY EPILEPSY "
765, Cecilia Forcato1 ,"Cognition, Behavior, and Memory ","P146.-THE ROLE OF SLEEP IN WORD LEARNING IN A CASE 
REPORT OF REFRACTORY EPILEPSY "
766,Delfina Loch1,"Cognition, Behavior, and Memory ","P147.-Early behavioral phenotypes in a mouse model of 
tauopathy "
767, Ana Damianich1,"Cognition, Behavior, and Memory ","P147.-Early behavioral phenotypes in a mouse model of 
tauopathy "
768, Carolina Facal1,"Cognition, Behavior, and Memory ","P147.-Early behavioral phenotypes in a mouse model of 
tauopathy "
769, Mariana Alonso2,"Cognition, Behavior, and Memory ","P147.-Early behavioral phenotypes in a mouse model of 
tauopathy "
770, Elena Avale1 ,"Cognition, Behavior, and Memory ","P147.-Early behavioral phenotypes in a mouse model of 
tauopathy "
771,Paula Martinez1,"Cognition, Behavior, and Memory ","P148.-THE ROLE OF SLEEP ON REINFORCEMENT OF 
CONSOLIDATED MEMORIES: PRELIMINAR RESULTS "
772, Camila Jorge1,"Cognition, Behavior, and Memory ","P148.-THE ROLE OF SLEEP ON REINFORCEMENT OF 
CONSOLIDATED MEMORIES: PRELIMINAR RESULTS "
773, Malen Moyano2,"Cognition, Behavior, and Memory ","P148.-THE ROLE OF SLEEP ON REINFORCEMENT OF 
CONSOLIDATED MEMORIES: PRELIMINAR RESULTS "
774, Silvia Kochen2,"Cognition, Behavior, and Memory ","P148.-THE ROLE OF SLEEP ON REINFORCEMENT OF 
CONSOLIDATED MEMORIES: PRELIMINAR RESULTS "
775, Ignacio Brusco2,"Cognition, Behavior, and Memory ","P148.-THE ROLE OF SLEEP ON REINFORCEMENT OF 
CONSOLIDATED MEMORIES: PRELIMINAR RESULTS "
776," 
Susanne Diekelmann3","Cognition, Behavior, and Memory ","P148.-THE ROLE OF SLEEP ON REINFORCEMENT OF 
CONSOLIDATED MEMORIES: PRELIMINAR RESULTS "
777, Cecilia Forcato2 ,"Cognition, Behavior, and Memory ","P148.-THE ROLE OF SLEEP ON REINFORCEMENT OF 
CONSOLIDATED MEMORIES: PRELIMINAR RESULTS "
778,Laura Mazzitelli Fuentes1,"Cognition, Behavior, and Memory ","P149.-Executing a spatial task increases neuronal progenitor 
proliferation in discrete pallial regions of adult zebrafish "
779, Emilia Deleglise1,"Cognition, Behavior, and Memory ","P149.-Executing a spatial task increases neuronal progenitor 
proliferation in discrete pallial regions of adult zebrafish "
780, Lucas Alberto Mongiat1 ,"Cognition, Behavior, and Memory ","P149.-Executing a spatial task increases neuronal progenitor 
proliferation in discrete pallial regions of adult zebrafish "
781,Magdalena Miranda1,"Cognition, Behavior, and Memory ","P150.-Molecular mechanisms in the DG and CA3 regulate the 
balance between differentiation and generalization during 
retrieval in a cue-degraded context "
782, Facundo Morici1,"Cognition, Behavior, and Memory ","P150.-Molecular mechanisms in the DG and CA3 regulate the 
balance between differentiation and generalization during 
retrieval in a cue-degraded context "
783, Dinka Piromalli Girado1,"Cognition, Behavior, and Memory ","P150.-Molecular mechanisms in the DG and CA3 regulate the 
balance between differentiation and generalization during 
retrieval in a cue-degraded context "
784, Carla Navas1,"Cognition, Behavior, and Memory ","P150.-Molecular mechanisms in the DG and CA3 regulate the 
balance between differentiation and generalization during 
retrieval in a cue-degraded context "
785," 
Francisco Gallo1","Cognition, Behavior, and Memory ","P150.-Molecular mechanisms in the DG and CA3 regulate the 
balance between differentiation and generalization during 
retrieval in a cue-degraded context "
786, Noelia Weisstaub1,"Cognition, Behavior, and Memory ","P150.-Molecular mechanisms in the DG and CA3 regulate the 
balance between differentiation and generalization during 
retrieval in a cue-degraded context "
787, Pedro Bekinschtein1 ,"Cognition, Behavior, and Memory ","P150.-Molecular mechanisms in the DG and CA3 regulate the 
balance between differentiation and generalization during 
retrieval in a cue-degraded context "
788,Luis Pedro Morera1,"Cognition, Behavior, and Memory ",P151.-Burn-out? 
789, José Ignacio Gallea1,"Cognition, Behavior, and Memory ",P151.-Burn-out? 
790, Mario Eduardo Guido2,"Cognition, Behavior, and Memory ",P151.-Burn-out? 
791," Leonardo Adrián 
Medrano1 ","Cognition, Behavior, and Memory ",P151.-Burn-out? 
792,José Ignacio Gallea1,"Cognition, Behavior, and Memory ",P152.-Postgraduate students and stress 
793, Eduardo Garbarino Pico2,"Cognition, Behavior, and Memory ",P152.-Postgraduate students and stress 
794, Leonardo Adrián Medrano1,"Cognition, Behavior, and Memory ",P152.-Postgraduate students and stress 
795," Luis 
Pedro Morera1 ","Cognition, Behavior, and Memory ",P152.-Postgraduate students and stress 
796,Malen D Moyano1,"Cognition, Behavior, and Memory ","P153.-OSCILLATORY BRAIN ACTIVITY INDUCED BY TARGET 
MEMORY REACTIVATIONS DURING SLOW WAVE SLEEP: 
PRELIMINARY RESULTS "
797, Susanne Diekelmann3,"Cognition, Behavior, and Memory ","P153.-OSCILLATORY BRAIN ACTIVITY INDUCED BY TARGET 
MEMORY REACTIVATIONS DURING SLOW WAVE SLEEP: 
PRELIMINARY RESULTS "
798, Ignacio Brusco2,"Cognition, Behavior, and Memory ","P153.-OSCILLATORY BRAIN ACTIVITY INDUCED BY TARGET 
MEMORY REACTIVATIONS DURING SLOW WAVE SLEEP: 
PRELIMINARY RESULTS "
799, Cecilia Forcato1 ,"Cognition, Behavior, and Memory ","P153.-OSCILLATORY BRAIN ACTIVITY INDUCED BY TARGET 
MEMORY REACTIVATIONS DURING SLOW WAVE SLEEP: 
PRELIMINARY RESULTS "
800,Bruno G. Berardino1,"Cognition, Behavior, and Memory ","P154.-Perinatal and adolescent protein malnutrition have 
different effects on cognition in adult mice "
801, Fabricio Ballarini2,"Cognition, Behavior, and Memory ","P154.-Perinatal and adolescent protein malnutrition have 
different effects on cognition in adult mice "
802, Mariela Chertoff1,"Cognition, Behavior, and Memory ","P154.-Perinatal and adolescent protein malnutrition have 
different effects on cognition in adult mice "
803, Eduardo T. Cánepa1,"Cognition, Behavior, and Memory ","P154.-Perinatal and adolescent protein malnutrition have 
different effects on cognition in adult mice "
804," 
Lionel Muller Igaz3 ","Cognition, Behavior, and Memory ","P154.-Perinatal and adolescent protein malnutrition have 
different effects on cognition in adult mice "
805,María Carla Navas1,"Cognition, Behavior, and Memory ","P155.-Spatial and non-spatial memory performance during 
aging: strategies for memory enhancement "
806, Dinka Marina Piromalli Girado1,"Cognition, Behavior, and Memory ","P155.-Spatial and non-spatial memory performance during 
aging: strategies for memory enhancement "
807, Magdalena Miranda1,"Cognition, Behavior, and Memory ","P155.-Spatial and non-spatial memory performance during 
aging: strategies for memory enhancement "
808," Pedro 
Bekinschtein1","Cognition, Behavior, and Memory ","P155.-Spatial and non-spatial memory performance during 
aging: strategies for memory enhancement "
809, Noelia Weisstaub1 ,"Cognition, Behavior, and Memory ","P155.-Spatial and non-spatial memory performance during 
aging: strategies for memory enhancement "
810,Alejandro Nasimbera1,"Cognition, Behavior, and Memory "," 
P156.-Single neuron recordings in epileptic patients candidate 
to respective surgery "
811, Fabián Nishida1,"Cognition, Behavior, and Memory "," 
P156.-Single neuron recordings in epileptic patients candidate 
to respective surgery "
812, Benjamin Netherwood2,"Cognition, Behavior, and Memory "," 
P156.-Single neuron recordings in epileptic patients candidate 
to respective surgery "
813," Mariano 
Rodriguez1","Cognition, Behavior, and Memory "," 
P156.-Single neuron recordings in epileptic patients candidate 
to respective surgery "
814, Silvia Kochen1,"Cognition, Behavior, and Memory "," 
P156.-Single neuron recordings in epileptic patients candidate 
to respective surgery "
815, Rodrigo Quian Quiroga2 ,"Cognition, Behavior, and Memory "," 
P156.-Single neuron recordings in epileptic patients candidate 
to respective surgery "
816,Santiago Ojea Ramos1,"Cognition, Behavior, and Memory ","P157.-Long-term memory induced by two training trials in the 
crab Neohelice granulata "
817, Matias Andina1,"Cognition, Behavior, and Memory ","P157.-Long-term memory induced by two training trials in the 
crab Neohelice granulata "
818, Debora Intile1,"Cognition, Behavior, and Memory ","P157.-Long-term memory induced by two training trials in the 
crab Neohelice granulata "
819, Arturo Romano1,"Cognition, Behavior, and Memory ","P157.-Long-term memory induced by two training trials in the 
crab Neohelice granulata "
820," Mariana 
Feld1 ","Cognition, Behavior, and Memory ","P157.-Long-term memory induced by two training trials in the 
crab Neohelice granulata "
821,Laura Alethia de la Fuente1,"Cognition, Behavior, and Memory ","P158.-Over eight hundred cannabis strains characterized by 
the relationship between their subjective effects, perceptual 
profiles, and chemical compositions "
822, Enzo Tagliazucchi1,"Cognition, Behavior, and Memory ","P158.-Over eight hundred cannabis strains characterized by 
the relationship between their subjective effects, perceptual 
profiles, and chemical compositions "
823, Federico Zamberlan1,"Cognition, Behavior, and Memory ","P158.-Over eight hundred cannabis strains characterized by 
the relationship between their subjective effects, perceptual 
profiles, and chemical compositions "
824," Andrés 
Ferrán1","Cognition, Behavior, and Memory ","P158.-Over eight hundred cannabis strains characterized by 
the relationship between their subjective effects, perceptual 
profiles, and chemical compositions "
825, Facundo Carrillo2,"Cognition, Behavior, and Memory ","P158.-Over eight hundred cannabis strains characterized by 
the relationship between their subjective effects, perceptual 
profiles, and chemical compositions "
826, Carla Pallavicini3 ,"Cognition, Behavior, and Memory ","P158.-Over eight hundred cannabis strains characterized by 
the relationship between their subjective effects, perceptual 
profiles, and chemical compositions "
827,Soledad Picco1,"Cognition, Behavior, and Memory ","P159.-A highly demanding working memory task is able to 
interfere the reconsolidation of a threat memory "
828,2,"Cognition, Behavior, and Memory ","P159.-A highly demanding working memory task is able to 
interfere the reconsolidation of a threat memory "
829, Rodrigo S. Fernandez1,"Cognition, Behavior, and Memory ","P159.-A highly demanding working memory task is able to 
interfere the reconsolidation of a threat memory "
830,2,"Cognition, Behavior, and Memory ","P159.-A highly demanding working memory task is able to 
interfere the reconsolidation of a threat memory "
831, Maria E. Pedreira1,"Cognition, Behavior, and Memory ","P159.-A highly demanding working memory task is able to 
interfere the reconsolidation of a threat memory "
832,2 ,"Cognition, Behavior, and Memory ","P159.-A highly demanding working memory task is able to 
interfere the reconsolidation of a threat memory "
