,score,match,messy,original,id,index,Partial Token Set,Partial Ratio,Token Sort,WRatio,Score Average
3928,1.0,lucas bayones,energy transfer in live cells lucas bayones,energy transfer in live cells Lucas Bayonés,78006,78002,100,100,46,90,78.667
3929,0.68,vanina beltrame,sabrina beltrame, Sabrina Beltrame,177802,122898,100,87,84,84,85.0
3930,0.79,claudia ines waldner,claudia waldner, Claudia Waldner,3747,3746,100,67,86,95,82.667
3931,0.0,juan carlos goin,juan carlos goin, Juan Carlos Goin  ,9789,9788,100,100,100,100,100.0
3932,1.0,maria laura bertoldi,mecp dysfunction maria laura bertoldi,Mecp2 dysfunction María Laura Bertoldi,13271,13270,100,100,70,90,86.667
3933,0.68,alicia laura degano,alicia degano, Alicia Degano  ,3087,3086,100,69,81,95,81.667
3934,0.46,maria veronica baez,veronica baez ,Verónica Baez 3,4509,4508,100,96,81,95,90.667
3935,0.62,diana alicia jerusalinsky,diana a. jerusalinsky , Diana A. Jerusalinsky 3,9932,9931,100,77,89,90,85.333
3936,1.22,gabriela niemchikof travieso,the levels of trkb,the levels of TrkB,128184,111432,33,44,35,40,39.667
3937,1.18,victor danelon,ptrkb and pntr receptors in a mixed culture of neurons and astrocytes victor danelon, pTrkB and p75ntr receptors in a mixed culture of neurons and astrocytes Víctor Danelon,78891,78887,100,100,29,90,73.0
3938,0.79,andrea beatriz cragnolini,andrea b. cragnolini, Andrea B. Cragnolini,17179,17178,100,70,86,89,81.667
3939,1.08,claudia monica ribaudo,jabaudon,Jabaudon  ,22568,22567,67,67,40,60,55.667
3940,0.8,guillermo lanuza,lanuza,Lanuza  ,3123,3122,100,100,55,90,81.667
3941,1.14,silvia elisabet singer,t tsin ,T Tsin 1,38211,38209,67,71,36,75,60.667
3942,0.96,ignacio eguinoa,mario e guido , Mario E Guido 1  ,28916,28914,54,67,64,64,65.0
3943,1.2,sofia miriam brailovsky,hypoxia in transgenic tdp- mice nilda sofia dombrovsky ,hypoxia in transgenic TDP-43 mice Nilda Sofía Dombrovsky 1,40897,40895,100,61,47,86,64.667
3944,0.96,maria emilia alfieri,julio alfieri , Julio Alfieri 1,15191,15190,100,74,61,86,73.667
3945,0.0,maria florencia angelo,maria florencia angelo , María Florencia Angelo 2,17608,17607,100,100,100,100,100.0
3946,0.0,alberto javier ramos,alberto javier ramos , Alberto Javier Ramos 2,12124,12123,100,100,100,100,100.0
3947,0.72,lionel ivan muller igaz,lionel muller igaz , Lionel Muller Igaz 1  ,11905,11904,100,81,88,95,88.0
3948,0.94,alberto carlos frasch,alberto cc frasch, Alberto CC Frasch ,18732,18731,100,71,84,86,80.333
3949,0.0,camila scorticati,camila scorticati, Camila Scorticati  ,1589,1588,100,100,100,100,100.0
3950,0.92,mariana hernandez,mariana v. hernandez, Mariana V. Hernandez,68350,68346,100,82,94,95,90.333
3951,1.0,carolina fernanda caceres,m. fernanda ceriani, M. Fernanda Ceriani  ,172364,117674,100,68,65,62,65.0
3952,1.05,maria florencia ghibaudo,precursor protein (app) in cell cultures m. florencia ghibaudo,precursor protein (APP) in cell cultures M. Florencia Ghibaudo,10546,10545,100,83,53,86,74.0
3953,0.67,maria florencia heredia,m. florencia heredia, M. Florencia Heredia,108328,101490,100,90,90,89,89.667
3954,0.8,pablo helguera,pablo r. helguera, Pablo R. Helguera,12351,12350,100,79,93,95,89.0
3955,0.84,alfredo guillermo lorenzo,alfredo g. lorenzo,  Alfredo G. Lorenzo   ,9240,9239,100,67,81,89,79.0
3956,1.19,ivon del valle girardi,experimental epilepsy model e. girardi,EXPERIMENTAL EPILEPSY MODEL E. Girardi,88141,88137,100,64,44,86,64.667
3957,1.0,roberto senini,s. senin,  S. Senin,90798,90794,86,75,57,74,68.667
3958,0.67,dalila silvestre,f. silvestre, F. Silvestre,76565,76561,100,83,74,86,81.0
3959,0.66,ana schneider,p. schneider, P. Schneider ,26073,26072,100,83,83,86,84.0
3960,1.11,diego grassi,the establishment of neuronal polarity diego grassi,the establishment of neuronal polarity Diego Grassi,8280,8279,100,100,38,90,76.0
3961,0.0,santiago quiroga,santiago quiroga, Santiago Quiroga  ,7333,7332,100,100,100,100,100.0
3962,1.21,maria laura tione,neuromuscular junction through in vivo electroporation. juan pablo henriquez,neuromuscular junction through in vivo electroporation. Juan Pablo Henriquez,31615,31613,53,53,28,48,43.0
3963,0.85,lucia espinoza,javier espinoza,  Javier Espinoza,10873,10872,100,71,69,69,69.667
3964,1.01,marcelo jaime jaime,jaime teneb, Jaime Teneb ,12263,12262,100,64,53,86,67.667
3965,0.85,miguel angel sandoval,daniel sandoval, Daniel Sandoval,41016,41014,100,87,78,74,79.667
3966,0.89,maria jose ojeda,jorge ojeda, Jorge Ojeda  ,175071,120282,100,82,67,67,72.0
3967,1.08,eduardo javier lopez soto,growth hormone secretagogue receptor type a (ghsra) activity eduardo javier lopez soto,growth hormone secretagogue receptor type 1a (GHSR1a) activity Eduardo Javier Lopez Soto,8531,8530,100,100,46,90,78.667
3968,0.0,francina agosti,francina agosti, Francina Agosti,59416,59413,100,100,100,100,100.0
3969,0.64,maria florencia casas,maria florencia isasa, María Florencia Isasa,127455,110703,100,90,71,90,83.667
3970,0.0,silvia rodriguez,silvia rodriguez, Silvia Rodriguez,37836,37834,100,100,100,100,100.0
3971,0.0,mario perello,mario perello, Mario Perelló,89128,89124,100,100,100,100,100.0
3972,0.0,jesica raingo,jesica raingo, Jesica Raingo  ,6194,6193,100,100,100,100,100.0
3973,1.13,celina recepter,dopamine d receptor gene ramiro lorenzo ,dopamine D2 receptor gene Ramiro Lorenzo 2,51597,51594,60,67,44,60,57.0
3974,0.0,marcelo rubinstein,marcelo rubinstein , Marcelo Rubinstein 1  ,929,928,100,100,100,100,100.0
3975,1.0,luis thomas,thomas jovin ,Thomas Jovin 2,9122,9121,100,36,70,67,57.667
3976,1.0,ana mercedes patricia merlo,, 3  ,35296,35294,0,0,0,0,0.0
3977,0.61,brian mestre,ivan mestres,Iván Mestres,185473,128283,83,83,83,83,83.0
3978,0.78,laura micaela gastaldi,laura gastaldi, Laura Gastaldi,5285,5284,100,79,78,86,81.0
3979,0.88,maria cecilia coll,cecilia conde, Cecilia Conde,173604,118875,100,80,65,66,70.333
3980,0.0,alfredo caceres,alfredo caceres, Alfredo Caceres  ,7031,7030,100,100,100,100,100.0
3981,0.0,franco rafael mir,franco rafael mir,Franco Rafael Mir,51463,51460,100,100,100,100,100.0
3982,0.0,maria julia cambiasso,maria julia cambiasso,  María Julia Cambiasso  ,7366,7365,100,100,100,100,100.0
3983,0.0,anabela palandri,anabela palandri ,Anabela Palandri 2,109073,101563,100,100,100,100,100.0
3984,0.31,maria victoria rozes salvador,victoria rozes salvador , Victoria Rozés Salvador 2,31541,31539,100,98,88,95,93.667
3985,1.12,susanne schnabel,ronald l. schnaar , Ronald L. Schnaar 3,49600,49597,39,44,38,42,41.333
3986,1.02,pablo lopez,pablo h. h. lopez , Pablo H. H. Lopez 2,76741,76737,100,55,85,86,75.333
3987,1.0,ana mercedes patricia merlo,, 1  ,35296,35294,0,0,0,0,0.0
3988,0.73,manuel henriquez,henriquez ,Henríquez 1  ,181639,126599,100,95,72,90,85.667
3989,1.04,sandra cristina pinto,neuron disease cristina pinto ,neuron disease Cristina Pinto 1,47690,47687,100,81,56,76,71.0
3990,0.94,rinaldi nelson oscar,nelson osses , Nelson Osses 2,67473,67469,100,72,56,86,71.333
3991,0.87,juan pablo hernandez,juan pablo henriquez , Juan Pablo Henríquez 1  ,37276,37274,100,80,80,80,80.0
3992,1.19,monica ruffino,development by activation of camkii aymara ruffino ,development by activation of CAMKII Aymara Ruffino 1,43038,43035,100,71,38,86,65.0
3993,0.45,maria edith ferrari,edith ferrari , Edith Ferrari 1,8265,8264,100,96,81,95,90.667
3994,0.82,andrea silvana rossi,silvana rosso , Silvana Rosso 1  ,6877,6876,100,89,73,86,82.667
3995,1.2,ana vivinetto,oligodendrocyteneuron interaction via myelin-associated glycoprotein (mag) ana vivinetto ,oligodendrocyteneuron interaction via Myelin-Associated Glycoprotein (MAG) Ana Vivinetto 2,60274,60271,100,100,26,90,72.0
3996,0.0,anabela palandri,anabela palandri , Anabela Palandri 2,109073,101563,100,100,100,100,100.0
3997,0.43,maria florencia heredia,florencia heredia , Florencia Heredia 2,108328,101490,100,97,85,95,92.333
3998,0.0,constanza garcia keller,constanza garcia-keller , Constanza García-Keller 1,18520,18519,100,96,100,100,98.667
3999,1.02,pablo lopez,pablo h. h. lopez , Pablo H. H. López 2  ,76741,76737,100,55,85,86,75.333
4000,1.12,emiliano zamponi,pathways in the expression of cocaine sensitization emiliano zamponi,pathways in the expression of cocaine sensitization Emiliano Zamponi1,10943,10942,100,100,38,90,76.0
4001,0.0,bethania mongi bragato,bethania mongi bragato , Bethania Mongi Bragato 2,65585,65581,100,100,100,100,100.0
4002,0.51,liliana marina cancela,liliana cancela, Liliana Cancela2 ,18466,18465,100,73,81,95,83.0
4003,1.16,daniel hugo delia,daniel hugo masco    centro de biologia celular y molecular, Daniel Hugo Mascó 1  1 Centro de Biología Celular y Molecular,15649,15648,100,76,38,86,66.667
4004,1.23,guillermo antonio victor fynr,fcefyn, FCEFyN,123992,107240,50,50,17,45,37.333
4005,1.03,lucia uncal,unc, UNC ,12672,12671,100,100,43,90,77.667
4006,0.59,esteban beckwith,esteban j. beckwith ,Esteban J. Beckwith 2,404,403,100,81,94,95,90.0
4007,0.8,ezequiel axel gorostiza,e. axel gorostiza , E. Axel Gorostiza 2,106351,101339,100,91,82,88,87.0
4008,0.92,santiago agustin perez,agustin perez santangelo , Agustín Pérez Santángelo 2,144609,114852,100,55,91,86,77.333
4009,0.0,jimena berni,jimena berni , Jimena Berni 2,97206,97200,100,100,100,100,100.0
4010,0.81,carolina alvarez avila,carolina rezaval , Carolina Rezával 2,26410,26409,100,76,53,79,69.333
4011,0.87,alejandro natoli,alejandro nadra , Alejandro Nadra 1,8778,8777,100,75,77,77,76.333
4012,1.0,carolina fernanda caceres,m. fernanda ceriani , M. Fernanda Ceriani 2  ,172364,117674,100,67,65,62,64.667
4013,1.0,ezequiel axel gorostiza,circuit e. axel gorostiza,circuit E. Axel Gorostiza,106351,101339,100,78,77,75,76.667
4014,1.14,ezequiel axel gorostiza,synaptic contacts along the day e. axel gorostiza,synaptic contacts along the day E. Axel Gorostiza,106351,101339,100,74,45,86,68.333
4015,0.54,irene depetris chauvin,ana depetris chauvin, Ana Depetris Chauvin,2903,2902,100,90,76,86,84.0
4016,0.0,diego golombek,diego golombek ,Diego Golombek 1  ,6834,6833,100,100,100,100,100.0
4017,0.71,malena lis mul fedele,system  malena lis mul fedele,system  Malena Lis Mul Fedele,2329,2328,100,100,86,95,93.667
4018,0.84,jose manuel duhart,jose duhart, José Duhart,11616,11615,100,73,76,86,78.333
4019,0.0,diego golombek,diego golombek, Diego Golombek,6834,6833,100,100,100,100,100.0
4020,0.0,natalia paladino,natalia paladino, Natalia Paladino  ,10733,10732,100,100,100,100,100.0
4021,1.21,sophia heredia,clock neurons of drosophila melanogaster nara i muraro,clock neurons of Drosophila melanogaster Nara I Muraro,185614,128416,50,64,21,58,47.667
4022,1.0,carolina fernanda caceres,m fernanda ceriani, M Fernanda Ceriani   ,172364,117674,100,72,65,62,66.333
4023,1.1,abate paula,old rats paula abate ,old rats Paula Abate 3,19162,19161,100,73,71,86,76.667
4024,0.0,larisa guttlein,larisa guttlein , Larisa Guttlein 3,21144,21143,100,100,100,100,100.0
4025,0.51,roberto sebastian miranda morales,sebastian miranda morales , Sebastián Miranda Morales 1,57316,57313,100,98,86,95,93.0
4026,1.25,angela norma formento,norman e. spear    center for developmental and behavioral neuroscience, Norman E. Spear 1  1 Center for Developmental and Behavioral Neuroscience,2159,2158,52,48,39,44,43.667
4027,1.13,monica miriam torres,en binghamton state, en Binghamton State ,53736,53733,42,42,41,41,41.333
4028,1.01,gilda lilian ostrovsky,nilda dombrovsky, Nilda Dombrovsky,30196,30194,54,69,42,63,58.0
4029,0.72,lionel ivan muller igaz,lionel muller igaz, Lionel Muller Igaz  ,11905,11904,100,83,88,95,88.667
4030,0.69,mariana lorenzi lorenzi,delorenzi ,Delorenzi 2  ,57449,57446,78,80,50,70,66.667
4031,1.08,eduardo blanco calvo,through a ppar(cid:) receptor-independent mechanism eduardo blanco calvo  ,through a ppar(cid:1) receptor-independent mechanism Eduardo Blanco Calvo  1,12371,12370,100,100,44,90,78.0
4032,1.0,ana mercedes patricia merlo,, 4,35296,35294,0,0,0,0,0.0
4033,0.9,alicia bilbao,ainhoa bilbao , Ainhoa Bilbao 3,55729,55726,100,77,77,77,77.0
4034,0.9,maria jesus lara,maria jesus luque-rojas , María Jesús Luque-Rojas 2,61819,61816,100,81,67,77,75.0
4035,0.57,alan suarez,juan suarez , Juan Suárez 2,99642,99636,100,82,82,82,82.0
4036,0.0,pablo galeano,pablo galeano , Pablo Galeano 4,7910,7909,100,100,100,100,100.0
4037,0.0,francisco capani,francisco capani , Francisco Capani 4,11747,11746,100,100,100,100,100.0
4038,1.08,javier sparacino,rainer spanagel , Rainer Spanagel 3,25954,25953,60,56,58,58,57.333
4039,0.96,dario fernando rodriguez,fernando rodriguez de fonseca , Fernando Rodríguez de Fonseca 2  ,33659,33657,100,75,75,82,77.333
4040,0.94,maria del carmen krawczyk,modulation by (cid:) nicotinic acetylcholine maria del carmen krawczyk ,modulation by (cid:1)7 nicotinic acetylcholine Maria del Carmen Krawczyk 2,10106,10105,100,100,54,90,81.333
4041,0.0,mariana feld,mariana feld , Mariana Feld 1,2915,2914,100,100,100,100,100.0
4042,0.0,mariano blake,mariano blake , Mariano Blake 2,11636,11635,100,100,100,100,100.0
4043,0.79,carlos battilana,carlos baratti , Carlos Baratti 2,13444,13443,100,80,80,80,80.0
4044,0.0,mariano boccia,mariano boccia , Mariano Boccia 2  ,4764,4763,100,100,100,100,100.0
4045,0.76,silvia gabriela bustos,expression silvia gabriela bustos,EXPRESSION Silvia Gabriela Bustos,18464,18463,100,100,80,90,90.0
4046,0.0,estela salde,estela salde, Estela Salde,77447,77443,100,100,100,100,100.0
4047,0.0,marcelo giachero,marcelo giachero, Marcelo Giachero,9020,9019,100,100,100,100,100.0
4048,0.0,victor alejandro molina,victor alejandro molina, Victor Alejandro Molina   ,18483,18482,100,100,100,100,100.0
4049,1.17,florencia buteler,plasticity through mechanisms dependent on nrb subunits of the nmda receptor florencia buteler,plasticity through mechanisms dependent on NR2B subunits of the NMDA receptor Florencia Buteler,18743,18742,100,100,31,90,73.667
4050,0.93,maria elisa ghea,marisa ghersi, Marisa Ghersi,48795,48792,78,62,62,69,64.333
4051,0.68,laura alejandra gabach,laura gabach, Laura Gabach,18580,18579,100,83,71,86,80.0
4052,0.0,mariela perez,mariela perez, Mariela Perez,3456,3455,100,100,100,100,100.0
4053,0.71,susana elizabeth rubiales de barioglio,susana rubiales de barioglio, Susana Rubiales de Barioglio   ,18574,18573,100,82,85,95,87.333
4054,0.81,cecilia ines calero,cecilia i. calero,Cecilia I. Calero,5701,5700,100,82,91,89,87.333
4055,0.91,adriana laura semelman,mariano semelman, Mariano Semelman,60155,60152,100,75,74,74,74.333
4056,1.0,ariel zylberberg,ariel zilberberg, Ariel Zilberberg,11271,11270,100,94,94,94,94.0
4057,0.0,mariano sigman,mariano sigman, Mariano Sigman  ,5745,5744,100,100,100,100,100.0
4058,0.57,diego edgar shalom,edgar shalom,Edgar Shalóm  ,8720,8719,100,100,80,90,90.0
4059,0.0,eric casey,eric casey ,Eric Casey 2,106794,101378,100,100,100,100,100.0
4060,0.0,marcelo rubinstein,marcelo rubinstein , Marcelo Rubinstein 2,929,928,100,100,100,100,100.0
4061,1.2,ruth estela rosenstein,predict the sensitivity to the stimulating effect of ethanol stefania castello ,predict the sensitivity to the stimulating effect of ethanol Stefanía Castelló 1,19252,19251,50,55,36,50,47.0
4062,0.82,damian alejandro revillo,damian revillo , Damián Revillo 1,25141,25140,100,69,74,86,76.333
4063,0.82,carlos arceri,carlos arias , Carlos Arias 1,171052,116397,100,77,80,80,79.0
4064,0.0,juan carlos molina,juan carlos molina , Juan Carlos Molina 1  ,19295,19294,100,100,100,100,100.0
4065,1.12,patricia lucia ciccioli,memory interference lucia ciccia,memory interference Lucia Ciccia,1839,1838,100,65,51,55,57.0
4066,1.06,noelia weisstaub,noelia weisstaub  experimental cognition and behavior lab. systems neuroscience, Noelia Weisstaub  Experimental Cognition and Behavior Lab. Systems Neuroscience ,19619,19618,100,100,34,90,74.667
4067,0.89,analia veronica cozza,veronica coccoz ,Verónica Coccoz 2,179028,124077,100,80,67,67,71.333
4068,0.8,adolfo villalba,adolfo villalon sandoval , Adolfo Villalón Sandoval 3,88701,88697,100,87,67,86,80.0
4069,1.04,tammy steimetz,jimmy stehberg , Jimmy Stehberg 3,3275,3274,29,57,29,57,47.667
4070,0.0,alejandro  delorenzi,alejandro delorenzi , Alejandro Delorenzi 2  ,10273,10272,100,95,100,97,97.333
4071,1.11,marcela elena cullere,consequences of maternal ethanol intoxication during nursing marcela elena cullere ,consequences of maternal ethanol intoxication during nursing Marcela Elena Cullere 2,24430,24429,100,100,41,90,77.0
4072,1.11,sebastian spector,norman spear , Norman Spear 1,1471,1470,58,54,48,48,50.0
4073,0.0,juan carlos molina,juan carlos molina , Juan Carlos Molina 2,19295,19294,100,100,100,100,100.0
4074,0.62,maria belen diaz,noelia belen diaz,Noelia Belen Diaz,100716,100710,100,81,79,79,79.667
4075,0.87,juan emilio belforte,juan e. belforte, Juan E. Belforte   ,7258,7257,100,69,86,88,81.0
4076,1.22,matias martinez,ultrasonic vocalizations  martin elias costa ,Ultrasonic Vocalizations  Martin Elias Costa 1,56651,56648,67,73,38,66,59.0
4077,0.0,mariano sigman,mariano sigman , Mariano Sigman 1,5745,5744,100,100,100,100,100.0
4078,0.67,santiago laplagne,diego laplagne , Diego Laplagne 2  ,50250,50247,100,83,52,77,70.667
4079,0.9,rodrigo sebastian fernandez,declarative memory rodrigo sebastian fernandez,declarative memory Rodrigo Sebastian Fernández,9158,9157,100,100,74,90,88.0
4080,0.0,cecilia forcato,cecilia forcato, Cecilia Forcato,20776,20775,100,100,100,100,100.0
4081,0.0,maria eugenia pedreira,maria eugenia pedreira, Maria Eugenia Pedreira   ,4052,4051,100,100,100,100,100.0
4082,0.0,macarena soledad fernandez,macarena soledad fernandez ,Macarena Soledad Fernandez 2,26524,26523,100,100,100,100,100.0
4083,0.53,mariano nicolas sanchez,nicolas sanchez , Nicolas Sanchez 2,72660,72656,100,97,79,90,88.667
4084,0.84,abate paula,paula abate , Paula Abate 2,19162,19161,100,55,100,95,83.333
4085,0.79,ricardo marcos pautassi,ricardo pautassi , Ricardo Pautassi 2,17020,17019,100,73,82,95,83.333
4086,0.72,ramiro angel maria freudenthal,freudenthal,Freudenthal,5001,5000,100,100,54,90,81.333
4087,0.83,arturo roman janikow,arturo romano, Arturo Romano   ,66799,66795,100,92,73,86,83.667
4088,0.5,ana romero romero,romero ,Romero 2,182124,127065,100,100,52,90,80.667
4089,0.0,mariana ines holubiec,mariana ines holubiec , Mariana Inés Holubiec 2,13289,13288,100,100,100,100,100.0
4090,0.0,gustavo ezequiel saraceno,gustavo ezequiel saraceno , Gustavo Ezequiel Saraceno 2,12648,12647,100,100,100,100,100.0
4091,0.9,maria jesus lara,maria jesus luque-rojas , María Jesús Luque-Rojas 3,61819,61816,100,81,67,77,75.0
4092,0.96,dario fernando rodriguez,fernando rodriguez de fonseca , Fernando Rodríguez de Fonseca 3,33659,33657,100,75,75,82,77.333
4093,0.0,francisco capani,francisco capani , Francisco Capani 2  ,11747,11746,100,100,100,100,100.0
4094,0.55,luciana patricia gonzalez,patricia gonzalez ,Patricia Gonzalez 2,92495,92491,100,97,81,95,91.0
4095,0.67,ivana noelia machado,ivana machado , Ivana Machado 2,28462,28460,100,74,79,86,79.667
4096,0.5,aldo alejandro vilcaes,alejandro vilcaes , Alejandro Vilcaes 1,5438,5437,100,97,87,95,93.0
4097,0.82,german romani,german roth , Germán Roth 1,170938,116286,100,75,75,75,75.0
4098,0.0,mercedes lasaga,mercedes lasaga , Mercedes Lasaga 3,8872,8871,100,100,100,100,100.0
4099,1.16,teresa nieves scimonelli,teresa scimonelli    ciquibic-dpto. quim. biol. fcq, Teresa Scimonelli 2  1 CIQUIBIC-Dpto. Quím. Biol. FCQ,18411,18410,100,71,55,86,70.667
4100,0.0,mariano boccia,mariano boccia, Mariano Boccia,4764,4763,100,100,100,100,100.0
4101,0.0,mariano blake,mariano blake, Mariano Blake,11636,11635,100,100,100,100,100.0
4102,0.79,carlos battilana,carlos baratti, Carlos Baratti   ,13444,13443,100,86,80,80,82.0
4103,1.24,maria mercedes refort, kavli institute for systems neuroscience and centre for the biology of memory,1 Kavli Institute for Systems Neuroscience and Centre for the Biology of Memory,45160,45157,43,52,29,47,42.667
4104,1.18,maria elena pontnau,ntnu, NTNU,30916,30914,75,75,35,68,59.333
4105,0.87,patricia sandra monica blondheim,trondheim, Trondheim,98394,98388,78,78,34,70,60.667
4106,1.04,nestor walter soria,norway, Norway ,18293,18292,50,67,40,60,55.667
4107,0.85,sabrina lopez,caricatures sabrina lopez ,caricatures Sabrina López 2,31913,31911,100,100,68,90,86.0
4108,0.91,pablo ernesto riera,pablo riera , Pablo Riera 1,10790,10789,100,67,73,86,75.333
4109,0.86,florencia asinari,florencia assaneo , Florencia Assaneo 2,2034,2033,100,76,76,76,76.0
4110,0.0,manuel eguia,manuel eguia , Manuel Eguía 1,10752,10751,100,100,100,100,100.0
4111,0.8,marcos alberto trevisan,marcos trevisan , Marcos Trevisan 2  ,22166,22165,100,75,79,86,80.0
4112,0.83,mariana lozada,foragers? mariana lozada ,foragers? Mariana Lozada 1,4347,4346,100,100,76,90,88.667
4113,0.0,paola d'adamo,paola d'adamo , Paola D'Adamo 1,6292,6291,100,100,100,100,100.0
4114,0.0,mariana lozada,mariana lozada ,Mariana Lozada 1,4347,4346,100,100,100,100,100.0
4115,0.73,natalia carrizo,natalia carro , Natalia Carro 2  ,50136,50133,100,86,93,93,90.667
4116,1.26,ivana noelia machado,mediated by a decrease of glutamate release and zif expression and (cid:)-msh reversed these effects. ivana machado ,mediated by a decrease of glutamate release and zif268 expression and (cid:1)-MSH reversed these effects. Ivana Machado 2,28462,28460,100,65,27,86,59.333
4117,0.55,luciana patricia gonzalez,patricia gonzalez , Patricia Gonzalez 2,92495,92491,100,97,81,95,91.0
4118,1.14,maria cecilia martinez,synthesis: implications for memory interference maria cecilia martinez ,synthesis: Implications for memory interference María Cecilia Martinez 3,21799,21798,100,100,48,90,79.333
4119,0.79,elena diana diaz,nadia alen , Nadia Alen 3,55166,55163,60,64,46,54,54.667
4120,0.85,fabricio matias ballarini,fabricio ballarini , Fabricio Ballarini 3,57552,57549,100,65,84,95,81.333
4121,0.0,diego moncada,diego moncada , Diego Moncada 3,60499,60496,100,100,100,100,100.0
4122,0.82,agustina haydee villar,haydee viola , Haydée Viola 3,174486,119713,100,85,65,86,78.667
4123,1.07,yanina martinez,yanina v. martos,Yanina V. Martos,6980,6979,100,73,73,71,72.333
4124,1.24,lucas mattioni,level lead exposed rats: voluntary intake vs. operant conditioning mara s. mattalloni,level lead exposed rats: voluntary intake vs. operant conditioning Mara S. Mattalloni,35751,35749,57,64,21,58,47.667
4125,0.74,ilde giovannini,laura de giovanni, Laura De Giovanni,171260,116599,69,79,62,75,72.0
4126,0.86,liliana marina cancela,liliana m. cancela, Liliana M. Cancela,18466,18465,100,72,87,89,82.667
4127,0.72,miriam virgolini,miriam b. virgolini, Miriam B. Virgolini  ,18690,18689,100,81,94,95,90.0
4128,1.08,julieta molinari,crab neohelice granulata julieta molinas,crab Neohelice granulata Julieta Molinas,48361,48358,100,90,54,86,76.667
4129,0.0,daniel tomsic,daniel tomsic, Daniel Tomsic  ,5131,5130,100,100,100,100,100.0
4130,0.82,caterina bater,abate ,Abate 2  ,92270,92266,60,67,42,72,60.333
4131,0.0,victor alejandro molina,victor alejandro molina,  Victor Alejandro Molina,18483,18482,100,100,100,100,100.0
4132,0.66,irene martijena,irene delia martijena, Irene Delia Martijena   ,18401,18400,100,73,83,95,83.667
4133,0.93,leonardo rico,leonardo r ruzzi ,Leonardo R Ruzzi 2,20363,20362,100,77,76,76,76.333
4134,0.75,sergio lew,sergio e lew , Sergio E Lew 1,27274,27272,100,80,91,95,88.667
4135,0.0,mario rafael pagani,mario rafael pagani , Mario Rafael Pagani 2  ,19142,19141,100,100,100,100,100.0
4136,1.2,ana uceda, dto de investigacion de la fac. de medicina uces,1 Dto de Investigación de la Fac. de Medicina UCES ,59104,59101,67,67,25,60,50.667
4137,0.78,mariana ferrer,ferrer ,Ferrer 2,45772,45769,100,92,60,90,80.667
4138,0.88,hugo jorge restivo,restivo ,Restivo 2,127994,111242,100,93,56,90,79.667
4139,1.1,sergio raul franco,paul frankland , Paul Frankland 2  ,71680,71676,57,53,50,50,51.0
4140,0.72,pablo ernesto riera,pablo e. riera,Pablo E. Riera,10790,10789,100,64,81,87,77.333
4141,0.73,martin prodan,martin proscia, Martin Proscia,306,305,100,77,81,81,79.667
4142,0.81,manuel eguia,manuel c. eguia, Manuel C. Eguía  ,10752,10751,100,75,92,95,87.333
4143,0.77,paola cuneo,cuneo ,Cuneo 1,8257,8256,100,91,62,90,81.0
4144,0.71,susana elizabeth rubiales de barioglio,susana rubiales de barioglio , Susana Rubiales de Barioglio 2  ,18574,18573,100,81,85,95,87.0
4145,0.99,mariana raquel barattini,carlos maria baratti baratti ,Carlos Maria Baratti Baratti 3,22600,22599,65,68,58,62,62.667
4146,1.06,nicoletta protti,nicoletta corbi , Nicoletta Corbi 1,174027,119276,100,75,58,77,70.0
4147,0.58,claudio passalia,claudio passanati , Claudio Passanati 1,10032,10031,100,88,85,85,86.0
4148,0.83,arturo roman janikow,arturo romano , Arturo Romano 2,66799,66795,100,93,73,86,84.0
4149,0.83,ramiro angel maria freudenthal,ramiro freudenthal    ibpm-cnr, Ramiro Freudenthal 2  1 IBPM-CNR,5001,5000,100,60,77,76,71.0
4150,1.05,regina elena bass,regina elena cancer institute, Regina Elena Cancer Institute,83821,83817,100,82,61,86,76.333
4151,0.85,ana romero romero,rome, Rome,182124,127065,100,100,38,90,76.0
4152,1.08,nataly de dios,italy., Italy. ,76625,76621,80,67,53,72,64.0
4153,1.08,graciela rita ecenarro, caece,1 CAECE ,176486,121643,60,67,30,72,56.333
4154,0.0,marina snitcofsky,marina snitcofsky,Marina Snitcofsky,8569,8568,100,100,100,100,100.0
4155,0.0,maria veronica baez,maria veronica baez, María Verónica Baez,4509,4508,100,100,100,100,100.0
4156,0.59,natalia claudia colettis,natalia colettis, Natalia Colettis,7975,7974,100,75,80,86,80.333
4157,0.4,maria alejandra aguirre,alejandra aguirre, Alejandra Aguirre,8967,8966,100,100,85,95,93.333
4158,0.57,magali cecilia cercato,magali cercato, Magalí Cercato,12118,12117,100,79,78,86,81.0
4159,0.47,maria veronica cheli,veronica cheli, Verónica Cheli,56631,56628,100,100,82,95,92.333
4160,0.58,diana alicia jerusalinsky,diana jerusalinsky, Diana Jerusalinsky  ,9932,9931,100,83,84,95,87.333
4161,1.05,ignacio spiousas,perception for pink noise filtered bands ignacio spiousas,perception for pink noise filtered bands Ignacio Spiousas,7588,7587,100,100,44,90,78.0
4162,0.69,pablo esteban etchemendy,pablo e. etchemendy, Pablo E. Etchemendy,11909,11908,100,68,86,89,81.0
4163,0.66,esteban ramon calcagno,esteban r. calcagno, Esteban R. Calcagno,10874,10873,100,79,90,89,86.0
4164,0.81,manuel eguia,manuel c. eguia, Manuel C. Eguía   ,10752,10751,100,75,92,95,87.333
