,autor,afiliacion,titulo,tema,primer_autor
1,Camila Coll, GNS - IFIBIO Houssay - UBA - CONICET,Reliability and validity of a new Mouse Tic Severity Scale,Disorders of the Nervous System,
2,Murer Gustavo, GNS - IFIBIO Houssay - UBA - CONICET,Reliability and validity of a new Mouse Tic Severity Scale,Disorders of the Nervous System,
3,Belforte Juan, GNS - IFIBIO Houssay - UBA - CONICET,Reliability and validity of a new Mouse Tic Severity Scale,Disorders of the Nervous System,
0,Eliana M Fernandez, Instituto de Investigaciones Biotecnológicas (IIBio-UNSAM-CONICET),"In C. elegans, alterations in neuronal membrane glycoprotein 1 (nmgp-1) impair dauer recovery, egg-laying and chemosensation",Disorders of the Nervous System,
1,Yamila B Cutraro, Instituto de Investigaciones Biotecnológicas (IIBio-UNSAM-CONICET),"In C. elegans, alterations in neuronal membrane glycoprotein 1 (nmgp-1) impair dauer recovery, egg-laying and chemosensation",Disorders of the Nervous System,
2,Melisa C Monteleone, Instituto de Investigaciones Biotecnológicas (IIBio-UNSAM-CONICET),"In C. elegans, alterations in neuronal membrane glycoprotein 1 (nmgp-1) impair dauer recovery, egg-laying and chemosensation",Disorders of the Nervous System,
3,Marcela A Brocco, Instituto de Investigaciones Biotecnológicas (IIBio-UNSAM-CONICET),"In C. elegans, alterations in neuronal membrane glycoprotein 1 (nmgp-1) impair dauer recovery, egg-laying and chemosensation",Disorders of the Nervous System,
0,Graciela L Mazzone," Developmental Biology & Regenerative Medicine Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), CONICET-Universidad Austral, Derqui-Pilar, Buenos Aires, Argentina",Histologic and functional outcome of excitotoxic and traumatic in vivo spinal cord injury models,Disorders of the Nervous System,
1,Wendy Moncada Herrera," Universidad Nacional Pedro Ruiz Gallo, Lambayeque, Perú",Histologic and functional outcome of excitotoxic and traumatic in vivo spinal cord injury models,Disorders of the Nervous System,
2,Martina Poodts," Developmental Biology & Regenerative Medicine Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), CONICET-Universidad Austral, Derqui-Pilar, Buenos Aires, Argentina",Histologic and functional outcome of excitotoxic and traumatic in vivo spinal cord injury models,Disorders of the Nervous System,
3,Julieta Roncoroni," Developmental Biology & Regenerative Medicine Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), CONICET-Universidad Austral, Derqui-Pilar, Buenos Aires, Argentina",Histologic and functional outcome of excitotoxic and traumatic in vivo spinal cord injury models,Disorders of the Nervous System,
4,Samuel Cockey," College of Liberal Arts and Sciences, University of Florida, Gainesville, FL, USA",Histologic and functional outcome of excitotoxic and traumatic in vivo spinal cord injury models,Disorders of the Nervous System,
5,Romina Sierra," Developmental Biology & Regenerative Medicine Laboratory, Instituto de Investigaciones en Medicina Traslacional (IIMT), CONICET-Universidad Austral, Derqui-Pilar, Buenos Aires, Argentina",Histologic and functional outcome of excitotoxic and traumatic in vivo spinal cord injury models,Disorders of the Nervous System,
6,Esteban J Fiore," Gene Therapy Laboratory, IIMT, CONICET, Universidad Austral",Histologic and functional outcome of excitotoxic and traumatic in vivo spinal cord injury models,Disorders of the Nervous System,
7,Guillermo D Mazzolini," Gene Therapy Laboratory, IIMT, CONICET, Universidad Austral",Histologic and functional outcome of excitotoxic and traumatic in vivo spinal cord injury models,Disorders of the Nervous System,
0,Vanina Usach," Cátedra de Química Biológica, FFyB, UBA. IQUIFIB-CONICET",EFFECTS OF LATE BONE MARROW MONONUCLEAR CELL TRANSPLANTATION IN RATS WITH SCIATIC NERVE CRUSH. ANALYSIS OF A POTENTIAL THERAPEUTIC WINDOW,Disorders of the Nervous System,
1,Mailin Casadei," Instituto de Investigaciones en Medicina Traslacional (IIMT) CONICET-Austral Facultad de Ciencias Biomédicas, Universidad Austral",EFFECTS OF LATE BONE MARROW MONONUCLEAR CELL TRANSPLANTATION IN RATS WITH SCIATIC NERVE CRUSH. ANALYSIS OF A POTENTIAL THERAPEUTIC WINDOW,Disorders of the Nervous System,
2,Gonzalo Piñero," Cátedra de Química Biológica, FFyB, UBA. IQUIFIB-CONICET",EFFECTS OF LATE BONE MARROW MONONUCLEAR CELL TRANSPLANTATION IN RATS WITH SCIATIC NERVE CRUSH. ANALYSIS OF A POTENTIAL THERAPEUTIC WINDOW,Disorders of the Nervous System,
3,Marianella Vence," Cátedra de Química Biológica, FFyB, UBA. IQUIFIB-CONICET",EFFECTS OF LATE BONE MARROW MONONUCLEAR CELL TRANSPLANTATION IN RATS WITH SCIATIC NERVE CRUSH. ANALYSIS OF A POTENTIAL THERAPEUTIC WINDOW,Disorders of the Nervous System,
4,Pablo Brumovsky," Instituto de Investigaciones en Medicina Traslacional (IIMT) CONICET-Austral Facultad de Ciencias Biomédicas, Universidad Austral",EFFECTS OF LATE BONE MARROW MONONUCLEAR CELL TRANSPLANTATION IN RATS WITH SCIATIC NERVE CRUSH. ANALYSIS OF A POTENTIAL THERAPEUTIC WINDOW,Disorders of the Nervous System,
5,Patricia Setton-Avruj," Cátedra de Química Biológica, FFyB, UBA. IQUIFIB-CONICET",EFFECTS OF LATE BONE MARROW MONONUCLEAR CELL TRANSPLANTATION IN RATS WITH SCIATIC NERVE CRUSH. ANALYSIS OF A POTENTIAL THERAPEUTIC WINDOW,Disorders of the Nervous System,
0,Camila Coll, Instituto de Fiosiología y Biofísica Bernardo Houssay (IFIBIO) UBA-CONICET,Ablation of Nkx2.1 derived striatal interneurons results in Tourette – like phenotypes.,Disorders of the Nervous System,
1,Juan Pablo Beccaria, Instituto de Fiosiología y Biofísica Bernardo Houssay (IFIBIO) UBA-CONICET,Ablation of Nkx2.1 derived striatal interneurons results in Tourette – like phenotypes.,Disorders of the Nervous System,
2,Bárbara Yael Braz, Instituto de Fiosiología y Biofísica Bernardo Houssay (IFIBIO) UBA-CONICET,Ablation of Nkx2.1 derived striatal interneurons results in Tourette – like phenotypes.,Disorders of the Nervous System,
3,Analía López Díaz, Instituto de Fiosiología y Biofísica Bernardo Houssay (IFIBIO) UBA-CONICET,Ablation of Nkx2.1 derived striatal interneurons results in Tourette – like phenotypes.,Disorders of the Nervous System,
4,Juan Emilio Belforte, Instituto de Fiosiología y Biofísica Bernardo Houssay (IFIBIO) UBA-CONICET,Ablation of Nkx2.1 derived striatal interneurons results in Tourette – like phenotypes.,Disorders of the Nervous System,
5,Mario Gustavo Murer, Instituto de Fiosiología y Biofísica Bernardo Houssay (IFIBIO) UBA-CONICET,Ablation of Nkx2.1 derived striatal interneurons results in Tourette – like phenotypes.,Disorders of the Nervous System,
0,Nuria Campora," ENyS, CONICET",Stereoelectroencefalography (iSEEG) signal during altered consciousness (AOC) in epilepsy,Disorders of the Nervous System,
1,Brenda Giagante," ENyS, CONICET",Stereoelectroencefalography (iSEEG) signal during altered consciousness (AOC) in epilepsy,Disorders of the Nervous System,
2,Silvia Oddo," ENyS, CONICET",Stereoelectroencefalography (iSEEG) signal during altered consciousness (AOC) in epilepsy,Disorders of the Nervous System,
3,Carolina Lomlomjian," ENyS, CONICET",Stereoelectroencefalography (iSEEG) signal during altered consciousness (AOC) in epilepsy,Disorders of the Nervous System,
4,Alejandro Nasimbera," ENyS, CONICET",Stereoelectroencefalography (iSEEG) signal during altered consciousness (AOC) in epilepsy,Disorders of the Nervous System,
5,Anilu Daza Restrepo," ENyS, CONICET",Stereoelectroencefalography (iSEEG) signal during altered consciousness (AOC) in epilepsy,Disorders of the Nervous System,
6,Silvia Kochen," ENyS, CONICET",Stereoelectroencefalography (iSEEG) signal during altered consciousness (AOC) in epilepsy,Disorders of the Nervous System,
0,Daniela Alejandra Salas," IBCN (UBA-CONICET), Argentina",Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
1,Magalí Cercato," IBCN (UBA-CONICET), Argentina",Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
2,Federico Filippin," IBCN (UBA-CONICET), Argentina",Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
3,María Clara Selles," Institute of Medical Biochemistry Leopoldo de Meis, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil",Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
4,Martín Habif," IBCN (UBA-CONICET), Argentina",Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
5,Tomás Gonzalez Garello," IBCN (UBA-CONICET), Argentina",Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
6,Anna Salvetti," INSERM, U",Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
7,Alberto Luis Epstein, UMR INSERM U,Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
8,William Klein*," Department of Neurobiology, Northwestern University, Evanston, USA",Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
9,Sergio Ferreira*," Institute of Medical Biochemistry Leopoldo de Meis, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil",Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
10,Diana Alicia Jerusalinsky*," IBCN (UBA-CONICET), Argentina",Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
11,Natalia Colettis. *corresponding authors o patent owners o inventors," IBCN (UBA-CONICET), Argentina",Preventing memory deficit with an AAV vector expressing a single-chain antibody against amyloid β oligomers in animal models of Alzheimers’ disease,Disorders of the Nervous System,
0,Ernesto Gonzalez Stivala," IBCN-CONICET, Facultad de Medicina, UBA.","Analysis of temporal structures using MRI, VBM and their histological correlation in patients with surgical resistant temporal epilepsy.",Disorders of the Nervous System,
1,Hernán Kulsgaard," Universidad Nacional del Centro, Buenos Aires","Analysis of temporal structures using MRI, VBM and their histological correlation in patients with surgical resistant temporal epilepsy.",Disorders of the Nervous System,
2,Micaela Sanzo," IBCN-CONICET, Facultad de Medicina, UBA.","Analysis of temporal structures using MRI, VBM and their histological correlation in patients with surgical resistant temporal epilepsy.",Disorders of the Nervous System,
3,Mariana Bendersky," ENyS-CONICET, Buenos Aires","Analysis of temporal structures using MRI, VBM and their histological correlation in patients with surgical resistant temporal epilepsy.",Disorders of the Nervous System,
4,Juan Pablo Princich," Hospital El Cruce, Buenos Aires.","Analysis of temporal structures using MRI, VBM and their histological correlation in patients with surgical resistant temporal epilepsy.",Disorders of the Nervous System,
5,Lucía Alba Ferrara," ENyS-CONICET, Buenos Aires","Analysis of temporal structures using MRI, VBM and their histological correlation in patients with surgical resistant temporal epilepsy.",Disorders of the Nervous System,
6,Ignacio Larrabide," Universidad Nacional del Centro, Buenos Aires","Analysis of temporal structures using MRI, VBM and their histological correlation in patients with surgical resistant temporal epilepsy.",Disorders of the Nervous System,
7,Silvia Kochen," ENyS-CONICET, Buenos Aires","Analysis of temporal structures using MRI, VBM and their histological correlation in patients with surgical resistant temporal epilepsy.",Disorders of the Nervous System,
8,Fabián Loidl," IBCN-CONICET, Facultad de Medicina, UBA.","Analysis of temporal structures using MRI, VBM and their histological correlation in patients with surgical resistant temporal epilepsy.",Disorders of the Nervous System,
9,Luciana D'Alessio," IBCN-CONICET, Facultad de Medicina, UBA.","Analysis of temporal structures using MRI, VBM and their histological correlation in patients with surgical resistant temporal epilepsy.",Disorders of the Nervous System,
0,Agustina Legaz," Cognitive Neuroscience Center (CNC), Universidad de San Andrés, Buenos Aires, Argentina",Altered neurovisceral responses to social and cognitive stress  in hypertensive disease: a multidimensional approach,Disorders of the Nervous System,
1,Adrián Yoris," National Scientific and Technical Research Council (CONICET), (C",Altered neurovisceral responses to social and cognitive stress  in hypertensive disease: a multidimensional approach,Disorders of the Nervous System,
2,Lucas Sedeño," National Scientific and Technical Research Council (CONICET), (C",Altered neurovisceral responses to social and cognitive stress  in hypertensive disease: a multidimensional approach,Disorders of the Nervous System,
3,Sofía Abrevaya," National Scientific and Technical Research Council (CONICET), (C",Altered neurovisceral responses to social and cognitive stress  in hypertensive disease: a multidimensional approach,Disorders of the Nervous System,
4,Miguel Martorell," National Scientific and Technical Research Council (CONICET), (C",Altered neurovisceral responses to social and cognitive stress  in hypertensive disease: a multidimensional approach,Disorders of the Nervous System,
5,Florencia Alifano," National Scientific and Technical Research Council (CONICET), (C",Altered neurovisceral responses to social and cognitive stress  in hypertensive disease: a multidimensional approach,Disorders of the Nervous System,
6,Adolfo M. García," Cognitive Neuroscience Center (CNC), Universidad de San Andrés, Buenos Aires, Argentina",Altered neurovisceral responses to social and cognitive stress  in hypertensive disease: a multidimensional approach,Disorders of the Nervous System,
7,Agustín Ibañez," Cognitive Neuroscience Center (CNC), Universidad de San Andrés, Buenos Aires, Argentina",Altered neurovisceral responses to social and cognitive stress  in hypertensive disease: a multidimensional approach,Disorders of the Nervous System,
0,Mariano N. Díaz-Rivera," Universidad de San Andrés, Buenos Aires, Argentina",Action semantics and the motor system: A neuromodulatory study on Parkinson’s disease patients,Disorders of the Nervous System,
1,Diana M.A. Suárez-García," Instituto de Psicología, Universidad del Valle, Cali, Colombia",Action semantics and the motor system: A neuromodulatory study on Parkinson’s disease patients,Disorders of the Nervous System,
2,Agustina Birba," National Scientific and Technical Research Council (CONICET), Buenos Aires, Argentina",Action semantics and the motor system: A neuromodulatory study on Parkinson’s disease patients,Disorders of the Nervous System,
3,Máximo Zimerman," Universidad de San Andrés, Buenos Aires, Argentina",Action semantics and the motor system: A neuromodulatory study on Parkinson’s disease patients,Disorders of the Nervous System,
4,Jesús A. Diazgranados," Centro Médico Neurólogos de Occidente, Cali, Colombia",Action semantics and the motor system: A neuromodulatory study on Parkinson’s disease patients,Disorders of the Nervous System,
5,Agustín Ibáñez," Universidad de San Andrés, Buenos Aires, Argentina",Action semantics and the motor system: A neuromodulatory study on Parkinson’s disease patients,Disorders of the Nervous System,
6,Johan S. Grisales," National Scientific and Technical Research Council (CONICET), Buenos Aires, Argentina",Action semantics and the motor system: A neuromodulatory study on Parkinson’s disease patients,Disorders of the Nervous System,
7,Juan F. Cardona," National Scientific and Technical Research Council (CONICET), Buenos Aires, Argentina",Action semantics and the motor system: A neuromodulatory study on Parkinson’s disease patients,Disorders of the Nervous System,
8,Adolfo M. García," Universidad de San Andrés, Buenos Aires, Argentina",Action semantics and the motor system: A neuromodulatory study on Parkinson’s disease patients,Disorders of the Nervous System,
0,Pedro Ballestero,"[' Biomedicine Research Institute of Buenos Aires - CONICET - Partner Institute of the Max Planck Society', ' Instituto de Biociencias, Biotecnología y Biomedicina - FCEyN – UBA']",Yerba mate (Ilex paraguariensis) in a Drosophila model of Parkinson´s disease: Can it protect synaptic connections?,Disorders of the Nervous System,
1,Sebastian Romano, Biomedicine Research Institute of Buenos Aires - CONICET - Partner Institute of the Max Planck Society,Yerba mate (Ilex paraguariensis) in a Drosophila model of Parkinson´s disease: Can it protect synaptic connections?,Disorders of the Nervous System,
2,Hernan Hauche P.," Instituto de Biociencias, Biotecnología y Biomedicina - FCEyN – UBA",Yerba mate (Ilex paraguariensis) in a Drosophila model of Parkinson´s disease: Can it protect synaptic connections?,Disorders of the Nervous System,
3,Roy Rivero, Facultad de Bromatología – UNER,Yerba mate (Ilex paraguariensis) in a Drosophila model of Parkinson´s disease: Can it protect synaptic connections?,Disorders of the Nervous System,
4,Irene Taravini, Facultad de Bromatología – UNER,Yerba mate (Ilex paraguariensis) in a Drosophila model of Parkinson´s disease: Can it protect synaptic connections?,Disorders of the Nervous System,
5,Oscar Gershanik," Instituto de Biociencias, Biotecnología y Biomedicina - FCEyN – UBA",Yerba mate (Ilex paraguariensis) in a Drosophila model of Parkinson´s disease: Can it protect synaptic connections?,Disorders of the Nervous System,
6,Melina Bordone," Instituto de Biociencias, Biotecnología y Biomedicina - FCEyN – UBA",Yerba mate (Ilex paraguariensis) in a Drosophila model of Parkinson´s disease: Can it protect synaptic connections?,Disorders of the Nervous System,
7,Nara Muraro*, Biomedicine Research Institute of Buenos Aires - CONICET - Partner Institute of the Max Planck Society,Yerba mate (Ilex paraguariensis) in a Drosophila model of Parkinson´s disease: Can it protect synaptic connections?,Disorders of the Nervous System,
8,Juan Ferrario*. *Shared corresponding authors," Instituto de Biociencias, Biotecnología y Biomedicina - FCEyN – UBA",Yerba mate (Ilex paraguariensis) in a Drosophila model of Parkinson´s disease: Can it protect synaptic connections?,Disorders of the Nervous System,
0,Agostina Stahl," IFIBIO Houssay- UBA, CONICET",Role of striatal somatostatinergic interneurons in Parkinson’s disease motor symptoms and L-dopa-induced dyskinesias,Disorders of the Nervous System,
1,Verónica Risso," IFIBIO Houssay- UBA, CONICET",Role of striatal somatostatinergic interneurons in Parkinson’s disease motor symptoms and L-dopa-induced dyskinesias,Disorders of the Nervous System,
2,Juan Belforte," IFIBIO Houssay- UBA, CONICET",Role of striatal somatostatinergic interneurons in Parkinson’s disease motor symptoms and L-dopa-induced dyskinesias,Disorders of the Nervous System,
3,Lorena Rela," IFIBIO Houssay- UBA, CONICET",Role of striatal somatostatinergic interneurons in Parkinson’s disease motor symptoms and L-dopa-induced dyskinesias,Disorders of the Nervous System,
4,Gustavo Murer," IFIBIO Houssay- UBA, CONICET",Role of striatal somatostatinergic interneurons in Parkinson’s disease motor symptoms and L-dopa-induced dyskinesias,Disorders of the Nervous System,
0,Araceli Seiffe," Institute for Physiology, Molecular Biology and Neurosciences (IFiByNe-UBA-CONICET) - Department of Physiology, Molecular and Cellular Biology, Faculty of Exact and Natural Sciences, UBA.",Neonatal exposure to 17β-benzoate estradiol makes females more similar to males in several autism-relevant behaviors,Disorders of the Nervous System,
1,Mauro Federico Ramirez," Institute for Physiology, Molecular Biology and Neurosciences (IFiByNe-UBA-CONICET) - Department of Physiology, Molecular and Cellular Biology, Faculty of Exact and Natural Sciences, UBA.",Neonatal exposure to 17β-benzoate estradiol makes females more similar to males in several autism-relevant behaviors,Disorders of the Nervous System,
2,Claudio Barrios," Institute for Physiology, Molecular Biology and Neurosciences (IFiByNe-UBA-CONICET) - Department of Physiology, Molecular and Cellular Biology, Faculty of Exact and Natural Sciences, UBA.",Neonatal exposure to 17β-benzoate estradiol makes females more similar to males in several autism-relevant behaviors,Disorders of the Nervous System,
3,María Milagros Albarrán," Institute for Physiology, Molecular Biology and Neurosciences (IFiByNe-UBA-CONICET) - Department of Physiology, Molecular and Cellular Biology, Faculty of Exact and Natural Sciences, UBA.",Neonatal exposure to 17β-benzoate estradiol makes females more similar to males in several autism-relevant behaviors,Disorders of the Nervous System,
4,Amaicha Mara Depino," Institute for Physiology, Molecular Biology and Neurosciences (IFiByNe-UBA-CONICET) - Department of Biodiversity and Experimental Biology, Faculty of Exact and Natural Sciences, UBA.",Neonatal exposure to 17β-benzoate estradiol makes females more similar to males in several autism-relevant behaviors,Disorders of the Nervous System,
0,Estela Lanza,"[' Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Departamento de Fisiología, Biología Molecular y Celular, Pabellón ', ' CONICET-Universidad de Buenos Aires']",Visual sensitivity of giant neurons to the size of moving objects in the crab Neohelice granulata.,Neural Circuits and Systems Neuroscience,
1,Daniel Tomsic,"[' Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Departamento de Fisiología, Biología Molecular y Celular, Pabellón ', ' CONICET-Universidad de Buenos Aires']",Visual sensitivity of giant neurons to the size of moving objects in the crab Neohelice granulata.,Neural Circuits and Systems Neuroscience,
0,Maria Lucia Fazzito,"[' CONICET', ' Fundación FLENI', ' Universidad de Buenos Aires']",Mechanisms and predictors of response in treatment- resistant depression,Neural Circuits and Systems Neuroscience,
1,Juan José González, Fundación FLENI,Mechanisms and predictors of response in treatment- resistant depression,Neural Circuits and Systems Neuroscience,
2,Leticia Fiorentini,"[' CONICET', ' Fundación FLENI', ' Universidad de Buenos Aires']",Mechanisms and predictors of response in treatment- resistant depression,Neural Circuits and Systems Neuroscience,
3,Mirta Fabiana Villarreal,"[' CONICET', ' Fundación FLENI', ' Universidad de Buenos Aires']",Mechanisms and predictors of response in treatment- resistant depression,Neural Circuits and Systems Neuroscience,
4,Salvador Martín Guinjoan,"[' CONICET', ' Fundación FLENI', ' Universidad de Buenos Aires']",Mechanisms and predictors of response in treatment- resistant depression,Neural Circuits and Systems Neuroscience,
0,Tamara S. Adjimann," Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE, UBA-CONICET)",Developmental impact of SSRI antidepressants on emotional prefrontal circuits in mice,Neural Circuits and Systems Neuroscience,
1,Carla V. Argañaraz," Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE, UBA-CONICET)",Developmental impact of SSRI antidepressants on emotional prefrontal circuits in mice,Neural Circuits and Systems Neuroscience,
2,Mariano Soiza-Reilly," Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE, UBA-CONICET)",Developmental impact of SSRI antidepressants on emotional prefrontal circuits in mice,Neural Circuits and Systems Neuroscience,
0,Agustina E. Wainsztein," Grupo INAAC, FLENI-CONICET Neurosciences Institute, Buenos Aires, Argentina",Central Autonomic Network association with cardiac autonomic sleep-wake rhythm in healthy adults.,Neural Circuits and Systems Neuroscience,
1,Vicente Camacho-Téllez," Grupo INAAC, FLENI-CONICET Neurosciences Institute, Buenos Aires, Argentina",Central Autonomic Network association with cardiac autonomic sleep-wake rhythm in healthy adults.,Neural Circuits and Systems Neuroscience,
2,Carolina Abulafia," Grupo INAAC, FLENI-CONICET Neurosciences Institute, Buenos Aires, Argentina",Central Autonomic Network association with cardiac autonomic sleep-wake rhythm in healthy adults.,Neural Circuits and Systems Neuroscience,
3,Mirta Villarreal," Grupo INAAC, FLENI-CONICET Neurosciences Institute, Buenos Aires, Argentina",Central Autonomic Network association with cardiac autonomic sleep-wake rhythm in healthy adults.,Neural Circuits and Systems Neuroscience,
4,Daniel Vigo," Grupo INAAC, FLENI-CONICET Neurosciences Institute, Buenos Aires, Argentina",Central Autonomic Network association with cardiac autonomic sleep-wake rhythm in healthy adults.,Neural Circuits and Systems Neuroscience,
5,Ximena Goldberg," Parc Taulí University Hospital, Universitat Autònoma de Barcelona, Spain",Central Autonomic Network association with cardiac autonomic sleep-wake rhythm in healthy adults.,Neural Circuits and Systems Neuroscience,
6,Carles Soriano-Mas," Bellvitge Biomedical Research Institute-IDIBELL Barcelona, Spain",Central Autonomic Network association with cardiac autonomic sleep-wake rhythm in healthy adults.,Neural Circuits and Systems Neuroscience,
7,Salvador M. Guinjoan," Grupo INAAC, FLENI-CONICET Neurosciences Institute, Buenos Aires, Argentina",Central Autonomic Network association with cardiac autonomic sleep-wake rhythm in healthy adults.,Neural Circuits and Systems Neuroscience,
8,Mariana Castro," Grupo INAAC, FLENI-CONICET Neurosciences Institute, Buenos Aires, Argentina",Central Autonomic Network association with cardiac autonomic sleep-wake rhythm in healthy adults.,Neural Circuits and Systems Neuroscience,
0,M. Florencia Santos," Grupo de Neurociencias de Sistemas, Instituto de Fisiología y Biofísica B. Houssay (IFIBIO-Houssay), UBA-CONICET",A project to study how reward and punishment modulate visually evoked responses in the primary visual cortex,Neural Circuits and Systems Neuroscience,
1,Camila L. Zold," Grupo de Neurociencias de Sistemas, Instituto de Fisiología y Biofísica B. Houssay (IFIBIO-Houssay), UBA-CONICET",A project to study how reward and punishment modulate visually evoked responses in the primary visual cortex,Neural Circuits and Systems Neuroscience,
0,M Alejandra Prost," IFIBIO-Houssay, UBA-CONICET",Shifting the exploration/exploitation balance using a virtual reality foraging task,Neural Circuits and Systems Neuroscience,
1,Gustavo Murer," IFIBIO-Houssay, UBA-CONICET",Shifting the exploration/exploitation balance using a virtual reality foraging task,Neural Circuits and Systems Neuroscience,
2,Camila Zold," IFIBIO-Houssay, UBA-CONICET",Shifting the exploration/exploitation balance using a virtual reality foraging task,Neural Circuits and Systems Neuroscience,
0,Azul Silva," GNS, IFIBIO, UBA-CONICET",Remapping of hippocampal place cells in an unrewarded contextual memory task,Neural Circuits and Systems Neuroscience,
1,Pedro Bekinschtein," INCYT, CONICET",Remapping of hippocampal place cells in an unrewarded contextual memory task,Neural Circuits and Systems Neuroscience,
2,Mariano Belluscio," GNS, IFIBIO, UBA-CONICET",Remapping of hippocampal place cells in an unrewarded contextual memory task,Neural Circuits and Systems Neuroscience,
0,Constanza Ilarraz," Grupo de Neurociencias de Sistemas, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, CONICET, Universidad de Buenos Aires, Buenos Aires, Argentina",Nociceptive responses of cortico-striatal neurons of the Anterior Cingulate Cortex in an animal model of chronic pain,Neural Circuits and Systems Neuroscience,
1,Mario Acuña," Department of Physiology, University of Bern, Switzerland",Nociceptive responses of cortico-striatal neurons of the Anterior Cingulate Cortex in an animal model of chronic pain,Neural Circuits and Systems Neuroscience,
2,Thomas Nevian," Department of Physiology, University of Bern, Switzerland",Nociceptive responses of cortico-striatal neurons of the Anterior Cingulate Cortex in an animal model of chronic pain,Neural Circuits and Systems Neuroscience,
3,Fernando Kasanetz," Grupo de Neurociencias de Sistemas, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, CONICET, Universidad de Buenos Aires, Buenos Aires, Argentina",Nociceptive responses of cortico-striatal neurons of the Anterior Cingulate Cortex in an animal model of chronic pain,Neural Circuits and Systems Neuroscience,
0,Vicente Camacho-Telléz," Grupo de Investigación en Neurociencias Aplicadas a las Alteraciones de la Conducta. FLENI, Buenos Aires, Argentina.",Major Depressive Disorder and Borderline Personality Disorder: Emotional regulation and neuroimaging,Neural Circuits and Systems Neuroscience,
1,Agustina Wainsztein," Grupo de Investigación en Neurociencias Aplicadas a las Alteraciones de la Conducta. FLENI, Buenos Aires, Argentina.",Major Depressive Disorder and Borderline Personality Disorder: Emotional regulation and neuroimaging,Neural Circuits and Systems Neuroscience,
2,Mariana Castro," Grupo de Investigación en Neurociencias Aplicadas a las Alteraciones de la Conducta. FLENI, Buenos Aires, Argentina.",Major Depressive Disorder and Borderline Personality Disorder: Emotional regulation and neuroimaging,Neural Circuits and Systems Neuroscience,
3,Mirta Villarreal," Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Argentina.",Major Depressive Disorder and Borderline Personality Disorder: Emotional regulation and neuroimaging,Neural Circuits and Systems Neuroscience,
4,Salvador Guinjoan," Servicio de Psiquiatría. FLENI, Buenos Aires.",Major Depressive Disorder and Borderline Personality Disorder: Emotional regulation and neuroimaging,Neural Circuits and Systems Neuroscience,
0,Cecilia Martinez,"[' Laboratorio de Fisiología de Circuitos Neuronales, IFIBIO-Houssay, UBA-CONICET', ' Dto Fisiología Biología Molecular y Celular, FCEN, UBA.']",Impulsive responses of adolescent rats in a rewarded task,Neural Circuits and Systems Neuroscience,
1,Gustavo Murer," Laboratorio de Fisiología de Circuitos Neuronales, IFIBIO-Houssay, UBA-CONICET",Impulsive responses of adolescent rats in a rewarded task,Neural Circuits and Systems Neuroscience,
2,Mariano Belluscio," Laboratorio de Fisiología de Circuitos Neuronales, IFIBIO-Houssay, UBA-CONICET",Impulsive responses of adolescent rats in a rewarded task,Neural Circuits and Systems Neuroscience,
